RAZAO_SOCIAL;REGISTRO_ANCINE;CNPJ;MUNICIPIO;UF;CLASSIFICACAO_NIVEL_PRODUTORA
M.V. ROSA PRODUCAO DE VIDEOS LTDA;63352;28.582.713/0001-20;SÃO JOSÉ DO RIO PRETO;SP;1
M.V.R. COMUNICAÇÃO LTDA;21087;01.671.465/0001-37;RIO DE JANEIRO;RJ;1
M.Y.T PRODUÇÕES LTDA;28057;20.643.686/0001-46;PORTO ALEGRE;RS;1
M/CHECON DESIGN E CENOGRAFIA LTDA;59646;15.392.953/0001-10;SÃO PAULO;SP;1
M3 PUBLICIDADE DIGITAL LTDA;52635;14.586.285/0001-07;BOA VISTA;RR;1
M3 SERVIÇOS DE COMUNICAÇÃO LTDA;25288;07.527.923/0001-45;PETRÓPOLIS;RJ;1
M35 FILMES LTDA ME;20513;14.527.403/0001-06;SÃO PAULO;SP;1
M3W PRODUÇÕES ARTÍSTICAS LTDA;49386;15.175.865/0001-66;RIO DE JANEIRO;RJ;1
M5 FILMS LTDA;60222;57.228.028/0001-06;MONTES CLAROS;MG;1
M7 PUBLICIDADE E EVENTOS LTDA;63124;12.365.959/0001-00;PINHEIRAL;RJ;1
M8 CONSULTORIA & TREINAMENTO EMPRESARIAL LTDA;51124;36.887.018/0001-02;BELÉM;PA;1
MA FILMES LTDA;18957;13.564.714/0001-74;CAMPINAS;SP;1
MAA PRODUÇÕES CINEMATOGRÁFICAS LTDA;36556;19.372.837/0001-90;SÃO PAULO;SP;1
MAANAIM PRODUCOES ARTISTICAS LTDA;59855;47.592.460/0001-10;RIO DE JANEIRO;RJ;1
MAAT PRODUTORA E DISTRIBUIDORA EIRELI;39046;29.817.652/0001-03;NITERÓI;RJ;2
MAAT PRODUÇÕES AUDIOVISUAIS LTDA;48125;20.722.697/0001-11;RECIFE;PE;1
MAB FERNANDES & CIA LTDA;15584;10.355.491/0001-47;FEIRA DE SANTANA;BA;1
MAC COMUNICAÇÃO E PRODUÇÃO LTDA;281;40.426.918/0001-11;RIO DE JANEIRO;RJ;4
MAC MIDIA DIGITAL MARKETING LTDA;61441;27.760.698/0001-08;GOIÂNIA;GO;1
MACABEA FILMES LTDA;52665;48.997.580/0001-60;SÃO LUÍS;MA;1
MACABÉA PRODUÇÕES ARTÍSTICAS E EDUCAÇÃO LTDA.;54632;16.909.511/0001-60;SÃO PAULO;SP;1
MACACA FILMES LTDA;35297;15.782.440/0001-15;MARIANA;MG;1
MACACO GORDO PUBLICIDADE E SERVIÇOS LTDA;19844;13.994.239/0001-76;SALVADOR;BA;1
MACACO HÁBIL PRODUÇÕES AUDIOVISUAIS E CULTURAIS LTDA;35232;26.565.286/0001-46;GOIÂNIA;GO;1
MACACO VENENO FILMES E CONTEUDO LTDA;37554;28.357.955/0001-10;SÃO PAULO;SP;1
MACADAMIA FILMES LTDA;54562;33.403.138/0001-90;SÃO PAULO;SP;1
MACARAU FILMES LTDA;52984;97.552.193/0001-25;RIO DE JANEIRO;RJ;1
MACARRONADA FILMES LTDA;55452;33.403.970/0001-97;SÃO PAULO;SP;1
MACAW PRODUTORA DIGITAL LTDA;41753;30.178.835/0001-05;CAMPO GRANDE;MS;1
MACEDO & MACEDO PRODUCAO LTDA;23671;08.358.571/0001-04;SÃO PAULO;SP;1
MACEDO & SANTOS PRODUCOES ARTISTICAS LTDA;46938;30.357.923/0001-66;SANTO ANDRÉ;SP;1
MACFA COMUNICACOES E CONSULTORIA LTDA;48966;07.304.420/0001-00;SÃO PAULO;SP;1
MACH PRODUCOES LTDA;51675;26.125.034/0001-04;MACAÉ;RJ;1
MACHADO FILMES E PRODUÇÕES E DISTRIBUIÇÃO LTDA;52420;16.566.425/0001-00;GOIÂNIA;GO;1
MACHAFER FILMS EIRELI ME;32626;24.426.278/0001-93;RIO DE JANEIRO;RJ;1
MACHINA FILMES E PRODUÇÕES CULTURAIS LTDA - ME;26346;19.566.139/0001-25;CANOAS;RS;1
MACIEL E RODRIGUES COMUNICAÇÃO INTEGRADA LTDA;51380;32.451.538/0001-09;SÃO JOSÉ DOS CAMPOS;SP;1
MACIEL OLIVEIRA DA SILVA;29012;08.469.360/0001-49;SÃO PAULO;SP;1
MACIEL PRODUÇÕES CINEMATOGRÁFICAS LTDA;55410;10.552.350/0001-14;PORTO ALEGRE;RS;1
MACONDO FILMES S/C LTDA;1836;04.315.795/0001-88;SÃO PAULO;SP;2
MACRO VÍDEO LTDA;3518;33.789.728/0001-01;CAMPO GRANDE;MS;1
MACTOR PRODUCOES LTDA - ME;28280;21.209.141/0001-99;RIO DE JANEIRO;RJ;1
MACULELÊ FILMES E PRODUÇÕES CULTURAIS LTDA;54085;27.961.668/0001-51;SÃO PAULO;SP;1
MACUMBASURFCLUB FILMES LTDA;26652;18.675.219/0001-56;RIO DE JANEIRO;RJ;1
MACVAL COMUNICACAO ESTRATEGICA LTDA;53585;13.435.477/0001-41;SÃO PAULO;SP;1
MAD MEN PRODUÇÕES EIRELI - ME;22058;13.500.059/0001-90;SÃO PAULO;SP;1
MADA FILMES LTDA;37494;28.240.853/0001-10;SÃO PAULO;SP;2
MADALENA FILMES LTDA;64274;48.885.006/0001-10;SANTA CRUZ DO SUL;RS;1
MADALHANO & NUNES LTDA;15575;08.932.076/0001-67;SÃO JOSÉ DO RIO PRETO;SP;1
MADALHANO VIDEOS RIO PRETO LTDA;37791;25.032.307/0001-03;SÃO JOSÉ DO RIO PRETO;SP;1
MADAM PRODUÇÕES LTDA;17362;10.627.969/0001-40;SÃO PAULO;SP;1
MADEIRA ASSOMBRADA FILMES LTDA;63229;62.518.918/0001-84;DOIS IRMÃOS;RS;1
MADORO PRODUCOES LTDA;51345;45.512.013/0001-88;PORTO ALEGRE;RS;1
MADRE FILMES PRODUÇÕES AUDIOVISUAIS LTDA.;17971;12.803.014/0001-22;TERESINA;PI;1
MADREMIDIA PRODUCOES CINEMATOGRAFICAS E TRANSPORTE LTDA ME;13497;08.355.139/0001-60;SÃO PAULO;SP;1
MADÁ PRODUÇÕES LTDA;54599;22.735.804/0001-71;BRASÍLIA;DF;1
MAE CORUJA PRODUCOES LTDA;47098;20.887.346/0001-60;SALVADOR;BA;1
MAESTRO PRODUÇÕES ARTÍSTICAS & CULTURAIS LTDA.;17496;01.268.090/0001-69;SÃO PAULO;SP;1
MAESTRO SERVIÇOS DE COMUNICAÇÃO;48164;35.444.854/0001-41;BENTO GONÇALVES;RS;1
MAF ECONOMIA CRIATIVA LTDA;64677;32.598.634/0001-84;FLORIANÓPOLIS;SC;1
MAFF DISTRIBUICAO E COMERCIALIZACAO DE FILMES E OBRAS CULTURAIS LTDA;21823;04.828.220/0001-69;PRESIDENTE PRUDENTE;SP;1
MAFIA FILMES LTDA;23773;17.753.196/0001-98;UBERABA;MG;2
MAFUÁ MÍDIA PRODUÇÕES LTDA;54471;46.232.199/0001-84;RIO DE JANEIRO;RJ;1
MAG PRODUÇOES, ESPORTES E SERVIÇOS EIRELI;50320;38.426.700/0001-15;SALVADOR;BA;1
MAGA FILMES E PRODUÇÕES ARTISTICAS LTDA;2164;31.247.224/0001-26;RIO DE JANEIRO;RJ;1
MAGALI MORAES DO NASCIMENTO FOTOGRAFIA;61371;52.685.372/0001-00;SALVADOR;BA;1
MAGE PRODUÇÕES E PUBLICIDADES LTDA;13865;05.280.752/0001-77;BALSAS;MA;1
MAGEPUL WEB PUBLICIDADE E MARKETING LTDA;58404;53.198.596/0001-42;RIO DE JANEIRO;RJ;1
MAGIA FILMES PRODUÇÕES LTDA;5715;58.064.189/0001-66;SÃO PAULO;SP;2
MAGIC BEANS COMUNICAÇÃO LTDA;52459;39.299.179/0001-65;SÃO PAULO;SP;1
MAGIC BEANS TECNOLOGIA E COMUNICAÇÃO LTDA;57031;43.025.685/0001-33;BRASÍLIA;DF;1
MAGIKK SERVIÇOS DE INFORMAÇÕES NA INTERNET LTDA;51190;35.352.544/0001-05;RIO DE JANEIRO;RJ;1
MAGMA CO. PRODUÇÕES LTDA;56805;23.863.839/0001-59;SÃO PAULO;SP;1
MAGNETICA FILMES E PRODUCOES AUDIOVISUAIS LTDA;30836;17.935.462/0001-01;RIO DE JANEIRO;RJ;2
MAGNETO PRODUCAO DE FILMES E FOTOGRAFIAS LTDA;50673;43.177.821/0001-00;SÃO PAULO;SP;1
MAGNIFICAT ENTRETENIMENTO LTDA;49883;41.680.800/0001-88;GOIÂNIA;GO;1
MAGNO & MAGNO LTDA - ME;20469;13.827.942/0001-90;TERESINA;PI;1
MAGNÍFICA EVENTOS CULTURAIS E ARTÍSTICOS LTDA;52151;42.580.060/0001-70;SÃO PAULO;SP;1
MAGNÍFICA PRODUÇÕES LTDA. - EPP;36549;14.436.772/0001-85;SÃO PAULO;SP;1
MAGO NEGRO PRODUCAO CINEMATOGRAFICA LTDA;41530;29.932.926/0001-05;SALVADOR;BA;1
MAGO PROPAGANDA LTDA;59410;10.794.950/0001-99;FOZ DO IGUAÇU;PR;1
MAHALO HUB EMPREENDIMENTOS LTDA;51602;46.641.605/0001-62;VITÓRIA;ES;1
MAHET PRODUCOES LTDA;39803;30.297.183/0001-10;RIO DE JANEIRO;RJ;2
MAHIN PRODUÇÕES AUDIOVISUAIS E CULTURAIS LTDA ME;35183;26.137.147/0001-11;SÃO PAULO;SP;1
MAI FILMES LTDA;49421;41.666.535/0001-83;NITERÓI;RJ;1
MAIA FILMES E PUBLICIDADE LTDA;37294;28.155.202/0001-21;SÃO JOSÉ DOS CAMPOS;SP;1
MAIARA GONCALVES BARP;55517;35.254.198/0001-14;ARARANGUÁ;SC;1
MAICON OLIVEIRA MENONCIN;48742;31.378.799/0001-88;CAXIAS DO SUL;RS;1
MAIKA PLACE FILMES PRODUTORA DE AUDIO E VIDEO LTDA;62119;59.253.496/0001-58;RIO DE JANEIRO;RJ;1
MAILSON PIGNATA;39707;29.631.930/0001-25;SERTÃOZINHO;SP;1
MAINLINE FILMES LTDA;31428;23.015.606/0001-04;RIO DE JANEIRO;RJ;1
MAINQUEST LTDA - ME;32441;22.588.022/0001-57;PORTO ALEGRE;RS;1
MAIONOISE DIGITAL CONTENT LTDA;56613;28.538.333/0001-98;BELO HORIZONTE;MG;1
MAIRA MAGALHAES BOSI LTDA;62848;50.655.946/0001-64;FORTALEZA;CE;1
MAIRARE PRODUÇÕES ARTÍSTICAS LTDA;36826;27.709.835/0001-71;RIO DE JANEIRO;RJ;1
MAIS ALÉM PRODUÇÕES ARTÍSTICAS LTDA;54104;04.653.701/0001-80;PORTO ALEGRE;RS;1
MAIS CONECTADO TECNOLOGIA LTDA;62491;37.805.631/0001-98;CLÁUDIO;MG;1
MAIS ESPORTES TV E ESTUDIO LTDA;50066;34.642.145/0001-08;SÃO PAULO;SP;1
MAIS FILMES LTDA;13458;09.255.824/0001-87;SÃO PAULO;SP;1
MAIS MARKETING LTDA;40094;21.347.282/0001-78;ITAJAÍ;SC;1
MAIS MÚSICA PRODUÇÕES ARTÍSTICAS LTDA;33467;24.979.771/0001-30;TERESÓPOLIS;RJ;1
MAIS VIDEO PARTICIPAÇÕES LTDA;58349;45.981.975/0001-86;SÃO PAULO;SP;1
MAIS X PRODUCOES LTDA;18074;11.336.627/0001-34;MIGUEL PEREIRA;RJ;1
MAISON DU CINEMA PRODUCOES AUDIOVISUAIS LTDA - ME;23020;09.085.894/0001-34;GOIÂNIA;GO;1
MAJOLA SERVIÇOS EM FILMES E FOTOS LTDA;1085;89.773.303/0001-50;BENTO GONÇALVES;RS;1
MAKA MEDIA GROUP LTDA;61290;57.423.558/0001-05;MARINGÁ;PR;1
MAKARIOS ATX GESTÃO EMPRESARIAL E CULTURAL LTDA;60681;40.415.471/0001-85;BELA VISTA DO TOLDO;SC;1
MAKE ME PROUD FILMES LTDA;62402;60.725.998/0001-13;SÃO PAULO;SP;1
MAKE PRODUTORA E AUDIO VISUAL LTDA;60965;40.329.119/0001-27;TERESINA;PI;1
MAKE PROJETOS E INFRAESTRUTURA PARA EVENTOS EIRELI;49649;08.343.613/0001-33;PORTO ALEGRE;RS;1
MAKEBOOM PRODUÇÕES LTDA;45014;23.306.241/0001-69;SALVADOR;BA;1
MAKELY OLIVEIRA SOARES GOMES;54538;15.324.365/0001-49;BELO HORIZONTE;MG;1
MAKINA CULTURAL PRODUCOES, EDICOES E EXIBICOES ARTISTICAS LTDA;36957;28.017.371/0001-03;RIO DE JANEIRO;RJ;1
MAKOTO PRODUCOES CINEMATOGRAFICAS E ENTRETENIMENTO LTDA;59394;37.481.392/0001-68;BRASÍLIA;DF;1
MAKULELÊ PRODUÇÕES LTDA.;16661;11.599.666/0001-24;RIO DE JANEIRO;RJ;1
MAKUNAIMA PRODUÇÃO AUDIOVISUAL LTDA;50279;40.690.642/0001-84;RIO DE JANEIRO;RJ;1
MALABAR FILMES CONTEUDO E ARTE LTDA. ME;14867;09.297.848/0001-07;SÃO PAULO;SP;1
MALAGUETA CINEMA E VIDEO LTDA;262;03.048.443/0001-40;SALVADOR;BA;1
MALAGUETA FILMES LTDA;21231;04.007.887/0001-09;LAURO DE FREITAS;BA;1
MALAGUETA PRODUCOES LTDA;45777;10.766.300/0001-30;SÃO PAULO;SP;1
MALALA FILMES INCLUSAO LTDA;62104;59.985.941/0001-74;BRASÍLIA;DF;1
MALALA FILMES LTDA;59099;40.789.982/0001-67;BRASÍLIA;DF;1
MALALA FILMES LTDA;47809;40.716.716/0001-04;SÃO PAULO;SP;1
MALASSOMBRO AUDIOVISUAL LTDA;56492;34.609.282/0001-40;ITABUNA;BA;1
MALEMOLÊNCIA PRODUÇÕES LTDA;32057;19.152.930/0001-99;FORTALEZA;CE;1
MALI ESTUDIO GRAFICO LTDA;32607;05.841.511/0001-50;SÃO PAULO;SP;1
MALIBU STUDIOS ENTRETENIMENTO LTDA;36028;23.522.786/0001-02;RIO DE JANEIRO;RJ;1
MALISGUE PRODUÇÕES LTDA;57951;54.279.861/0001-80;SÃO PAULO;SP;1
MALLARME PRODUÇÕES DE VÍDEOS LTDA ME;37613;08.013.360/0001-30;SÃO PAULO;SP;1
MALLVA PRODUCOES E MARKETING LTDA;49502;26.824.385/0001-03;RIO DE JANEIRO;RJ;1
MALOHLAVA CIA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;25255;14.310.832/0001-19;RIO DE JANEIRO;RJ;1
MALOKA FILMES LTDA;22889;15.193.405/0001-60;SÃO PAULO;SP;1
MALU MIRANDA PRODUCOES LTDA;62408;54.400.704/0001-80;RIO DE JANEIRO;RJ;1
MALUTE FILMES LTDA;47235;36.448.102/0001-11;BELO HORIZONTE;MG;1
MAM AUDIOVISUAL LTDA;18071;07.002.978/0001-31;SÃO PAULO;SP;1
MAMAE QUE FEZ PRODUÇÕES LTDA ME;25069;17.382.434/0001-04;RIO DE JANEIRO;RJ;1
MAMBA PRODUCOES LTDA;64423;55.464.460/0001-62;SÃO PAULO;SP;1
MAMELUCO PRODUÇÕES E EDIÇÕES MUSICAIS LTDA.;1484;01.724.591/0001-02;RIO DE JANEIRO;RJ;1
MAMMUT PRODUCOES CINEMATOGRAFICAS LTDA;218;69.055.812/0001-30;SÃO PAULO;SP;1
MAMO FILMES LTDA;1096;57.643.793/0001-84;SÃO PAULO;SP;4
MAMONA FILMES LTDA;59457;48.486.791/0001-38;RIO DE JANEIRO;RJ;1
MAMONAS ASSASSINAS PRODUÇOES LTDA;63737;28.541.402/0001-12;GUARULHOS;SP;1
MAMUTE FILMES LTDA;52435;42.548.189/0001-00;RIO DE JANEIRO;RJ;1
MAN ON MOON PICTURES LTDA;48380;37.979.134/0001-06;SÃO PAULO;SP;1
MANACA PRODUCOES LTDA;50594;32.294.313/0001-96;RIO DE JANEIRO;RJ;1
MANACÁ CINE STUDIO EIRELI-ME;34075;25.301.822/0001-33;FLORIANÓPOLIS;SC;1
MANACÁ PRODUÇÃO AUDIOVISUAL E FILMES LTDA - ME;21744;15.568.593/0001-64;SÃO JOSÉ DOS CAMPOS;SP;1
MANADA INTERMEDIATICA LTDA;56584;04.800.786/0001-82;SALVADOR;BA;1
MANAS FILMES LTDA.;58318;54.245.266/0001-23;SÃO PAULO;SP;4
MAND COMUNICACAO E SERVICO DE CONSULTORIA EM PUBLICIDADE;60585;27.858.416/0001-00;ARACAJU;SE;1
MANDA BUSCA PRODUÇÕES LTDA;63514;42.286.152/0001-42;SÃO PAULO;SP;1
MANDALA FILMES E PRODUÇÕES ARTÍSTICAS LTDA;28033;13.334.630/0001-44;SÃO PAULO;SP;1
MANDRA FILMES PRODUÇÕES AUDIOVISUAIS LTDA;11926;08.394.172/0001-07;GOIÂNIA;GO;4
MANDRA MEDIA LTDA;62414;57.548.192/0001-92;PIRACICABA;SP;1
MANDRAGORA PRODUCOES ARTISTICAS LTDA;43036;22.416.129/0001-18;RIO DE JANEIRO;RJ;1
MANDRIL PRODUCOES CINEMATOGRAFICAS E TREINAMENTO LTDA;25299;14.875.821/0001-86;SÃO PAULO;SP;1
MANDRILL FILMES EIRELI ME;31396;19.416.363/0001-30;BRASÍLIA;DF;1
MANDUCA FILMES LTDA;58926;39.607.628/0001-95;RIO DE JANEIRO;RJ;1
MANED WOLF GAMES DESENVOLVIMENTO DE SOFTWARE LTDA;54004;46.307.166/0001-56;RIO DE JANEIRO;RJ;1
MANGA PRODUÇÕES ARTISTICAS LTDA;62686;47.974.120/0001-53;RIO DE JANEIRO;RJ;1
MANGA ROSA FILMES LTDA;14623;10.438.390/0001-30;PORTO ALEGRE;RS;1
MANGABA CRIAÇÃO E PRODUÇÃO LTDA;13875;08.908.077/0001-76;SÃO PAULO;SP;1
MANGABA PRODUÇÕES LTDA;22433;14.800.264/0001-34;SALVADOR;BA;1
MANGUE FILMES E ABRAÇOS LTDA;64319;61.302.648/0001-07;SÃO PAULO;SP;1
MANGUEZÁ AGÊNCIA CRIATIVA LTDA;58733;29.352.025/0001-36;SÃO LUÍS;MA;1
MANHA DO GATO PRODUÇÕES ARTÍSTICAS E AUDIOVISUAIS LTDA;31443;17.612.589/0001-81;RECIFE;PE;1
MANHATTAN FILMES LTDA;51593;47.044.339/0001-53;PARAGOMINAS;PA;1
MANI FILMES LTDA;47639;24.001.809/0001-04;ARACAJU;SE;1
MANIGLIA & DEL NERO PRODUCAO AUDIOVISUAL LTDA;52929;21.276.207/0001-63;SÃO PAULO;SP;1
MANILHA COMUNICACAO VISUAL LTDA;28966;08.861.951/0001-67;SÃO PAULO;SP;1
MANIVA PRODUÇÕES LTDA;55556;22.561.961/0001-08;SÃO PAULO;SP;1
MANJERICAO FILMES LTDA;17430;09.163.772/0001-19;SÃO PAULO;SP;1
MANJUBINHA FILMES LTDA;14078;09.719.793/0001-78;RIO DE JANEIRO;RJ;4
MANO MANA AUDIOVISUAL LTDA;34575;26.242.766/0001-76;BELÉM;PA;3
MANOEL JANIO DA SILVA;52281;08.488.164/0001-11;CRUZ;CE;1
MANOLITO FILMES LTDA;59442;54.967.525/0001-20;SÃO PAULO;SP;1
MANOS E MANAS MARAJOARAS PRODUCOES LTDA;59295;45.626.420/0001-16;PONTA DE PEDRAS;PA;1
MANSA FILMES LTDA;51645;23.095.153/0001-65;SALVADOR;BA;1
MANSUR AGENCIA DE PUB. E PRODUCAO DE FILMES LTDA;63847;37.482.126/0001-50;PALMAS;TO;1
MANTRA PRODUCOES AUDIOVISUAIS LTDA;14512;09.583.743/0001-06;SALVADOR;BA;2
MANUELA DE SA DUARTE CERDEIRA DE SANTANA AUDIOVISUAL;54589;51.446.772/0001-92;SÃO PAULO;SP;1
MANUELA RODRIGUES FANTINATO LTDA;56155;46.638.377/0001-71;RIO DE JANEIRO;RJ;1
MANUFATURA DE IDEIAS CONSULTORIA SOCIOAMBIENTAL E PUBLICIDADE LTDA;60368;06.281.835/0001-43;SANTO ANDRÉ;SP;1
MANUÊ PRODUÇÕES CINEMATOGRAFICAS LTDA;24079;09.371.854/0001-59;NATAL;RN;1
MANZOLI COMUNICAÇÃO LTDA;56479;04.740.683/0001-74;SÃO PAULO;SP;1
MAO CHEIA PRODUCOES LTDA;44927;03.291.268/0001-18;SÃO LUÍS;MA;1
MAO UNICA FILMES - PRODUCAO CINEMATOGRAFICA LTDA;49472;30.807.626/0001-75;BRASÍLIA;DF;1
MAPA FILMES DO BRASIL LTDA.;647;33.139.692/0001-02;RIO DE JANEIRO;RJ;4
MAPAM ARTES E ENTRETENIMENTO LTDA;62013;48.967.230/0001-50;GOIÂNIA;GO;1
MAPE VISUALS LTDA;63085;51.831.383/0001-80;RIO DE JANEIRO;RJ;1
MAQUINA BRASIL TECNOLOGIA LTDA;60551;35.658.668/0001-05;UBERLÂNDIA;MG;1
MAQUINA DE HIT LTDA;53624;29.053.296/0001-90;CAMBÉ;PR;1
MAQUINA DE LOUCO EDICOES MUSICAIS LTDA;47766;31.577.099/0001-12;SALVADOR;BA;1
MAQUINA DO MUNDO FILMES LTDA;52093;16.876.420/0001-76;SÃO PAULO;SP;1
MAQUINA FILMES LTDA;1191;81.183.527/0001-09;CURITIBA;PR;3
MAQUINARIO NARRATIVO PRODUCAO DE ROTEIROS LTDA - ME;26284;17.870.483/0001-88;RIO DE JANEIRO;RJ;1
MAQUINNA FILMES LTDA ME;25428;18.912.604/0001-70;SÃO PAULO;SP;1
MAR BRASILIS PRODUÇÕES CULTURAIS SUL LTDA;39154;29.848.725/0001-16;FLORIANÓPOLIS;SC;1
MAR DE FOGUEIRINHA CULTURA LTDA;50844;34.964.177/0001-20;FORTALEZA;CE;1
MAR DE MORROS PRODUÇÕES AUDIOVISUAIS LTDA;57682;46.964.642/0001-01;BELO HORIZONTE;MG;1
MAR FILMES LTDA;24863;16.871.935/0001-83;RIO DE JANEIRO;RJ;4
MAR MANSO PRODUCAO DE FILMES LTDA;57012;53.031.493/0001-93;JOÃO PESSOA;PB;1
MAR'JUNIOR PRODUÇÕES ARTÍSTICAS LTDA;49496;13.228.881/0001-44;RIO DE JANEIRO;RJ;1
MARA CECILIA MACIEL CAVALCANTE PRODUÇÕES CINEMATOGRÁFICAS;62608;19.729.179/0001-40;RIO DE JANEIRO;RJ;1
MARABERTO FILMES LTDA. - ME;23914;14.874.206/0001-55;RIO DE JANEIRO;RJ;1
MARACÁ PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;21041;13.608.511/0001-32;SÃO PAULO;SP;1
MARAHU PRODUCOES DE CINEMA E TELEVISAO LTDA;31296;22.446.460/0001-80;BELÉM;PA;4
MARANHA AUDIOVISUAL LTDA;58894;28.768.167/0001-16;SÃO PAULO;SP;1
MARAO DESENHOS ANIMADOS LTDA;5505;05.416.743/0001-60;RIO DE JANEIRO;RJ;1
MARAQ FILMES E PRODUÇÕES LTDA - ME;38211;28.729.426/0001-08;RIO DE JANEIRO;RJ;1
MARAVILHA PRODUÇÕES ARTÍSTICAS LTDA.;58660;13.565.987/0001-33;RIO DE JANEIRO;RJ;1
MARAVILHA PRODUÇÕES CINEMATOGRÁFICAS EIRELI;47064;37.571.190/0001-07;RIO DE JANEIRO;RJ;1
MARC FILMS LTDA;35465;12.401.696/0001-47;SÃO PAULO;SP;1
MARCA D'ÁGUA PRODUÇÕES LTDA - ME;16930;04.107.238/0001-71;SÃO PAULO;SP;1
MARCEL & SOARES VIDEO PRODUCOES LTDA;17285;11.916.128/0001-16;MOGI DAS CRUZES;SP;1
MARCEL ARAUJO DOS S SILVA;38984;28.434.988/0001-16;SALVADOR;BA;1
MARCELA LEMOS DE ROSIS SMITH ME;63454;15.582.446/0001-49;SÃO PAULO;SP;1
MARCELLA C. DE FINIS PRODUÇÕES ARTÍSTICAS;56800;40.438.167/0001-53;BRASÍLIA;DF;1
MARCELLE PAULA MESSINA BERGAMASCO;49511;41.236.600/0001-30;JACAREÍ;SP;1
MARCELO ALBUQUERQUE LTDA;53854;28.169.451/0001-76;RIO DE JANEIRO;RJ;1
MARCELO ALEXANDRE MARTINS SANTIAGO;58760;14.247.694/0001-70;RIO DE JANEIRO;RJ;1
MARCELO ARMANI;58244;24.549.934/0001-45;CANOAS;RS;1
MARCELO C MEDEIROS AUDIVISUAL;59922;39.957.932/0001-62;RIO DE JANEIRO;RJ;1
MARCELO CALONE E CORPORADOS SS LTDA;47453;04.610.708/0001-15;SÃO PAULO;SP;1
MARCELO CHAGAS COSTA - ME;36790;22.469.913/0001-94;SALVADOR;BA;1
MARCELO CUNHA DE SOUZA PRODUÇÕES ME;43645;23.520.070/0001-76;SÃO PAULO;SP;1
MARCELO DA SILVA CORRÊA PRODUÇÕES LTDA.;52015;43.261.425/0001-67;SÃO PAULO;SP;1
MARCELO DE CARVALHO FONSECA ***********;56431;30.818.161/0001-58;ITABIRA;MG;1
MARCELO FELIX MORAES LTDA;54831;51.456.744/0001-56;CAMPINAS;SP;1
MARCELO FURUGUEM PRODUTORA DE FILMES E VIDEOS - ME;28153;14.752.383/0001-69;SÃO PAULO;SP;1
MARCELO FUZETI ELIAS LTDA;60291;33.484.744/0001-88;PIRACICABA;SP;1
MARCELO LUIZ D'AGOSTINI - ME;3770;04.330.265/0001-09;XANXERÊ;SC;1
MARCELO MACHADO PRODUCOES ARTISTICAS LTDA;13558;71.743.496/0001-31;SÃO PAULO;SP;3
MARCELO PROMOÇÕES ARTÍSTICAS LTDA;26464;00.505.633/0001-51;VARGINHA;MG;1
MARCELO ROBERTO BINAGHI - ME;38146;26.072.244/0001-73;SÃO PAULO;SP;1
MARCELO S. GARRIDO PRODUCOES;38986;27.883.795/0001-80;CÂNDIDO MOTA;SP;1
MARCELO SPOMBERG;716;59.075.184/0001-00;SÃO PAULO;SP;1
MARCELO VICENTE MOREIRA LEITE SOLUCOES CINEMATOGRAFICAS;55433;46.756.439/0001-40;RIO DE JANEIRO;RJ;1
MARCIA C. MOSSMANN LTDA;55721;34.376.361/0001-59;BRASÍLIA;DF;1
MARCIA MARIA MACIEL;50687;25.154.056/0001-21;ÁGUA PRETA;PE;1
MARCIA ZARUR JORNALISMO E COMUNICACAO LTDA;48245;18.116.882/0001-10;BRASÍLIA;DF;1
MARCIEL RODRIGO LUDWIG;31817;20.600.371/0001-11;NOVA CANDELÁRIA;RS;1
MARCIELE SIEGERT GOETZKE LTDA;61824;37.227.324/0001-77;PELOTAS;RS;1
MARCIO ELISIO CARNEIRO CAMARA;1597;01.518.025/0001-44;FORTALEZA;CE;1
MARCIO FALLER;63464;40.456.110/0001-87;AMPÉRE;PR;1
MARCIO JOSE REBELO VILLELA DE CASTRO;27911;05.992.114/0001-89;INDAIATUBA;SP;1
MARCIO PEREIRA COIMBRA PRODUCAO DE VIDEOS;34642;24.297.032/0001-69;SÃO PAULO;SP;1
MARCIO PEREIRA SANTOS PRODUÇÃO - ME;38894;29.216.404/0001-07;SÃO PAULO;SP;1
MARCIO RIBEIRO MAZERON PRODUCOES - ME;62253;29.306.739/0001-08;PORTO ALEGRE;RS;1
MARCIO ROBERTO DE MORAES FILHO;50351;41.072.622/0001-02;SOROCABA;SP;1
MARCIO ROBERTO DE OLIVEIRA BARRETO;49110;17.495.590/0001-73;SANTOS;SP;1
MARCIO TAVOLARI PUBLICIDADE E ENTRETENIMENTO LTDA.;62067;60.411.973/0001-45;SÃO PAULO;SP;1
MARCO A D JUCA AUDIOVISUAL E TRANSMIDIA;54472;12.109.171/0001-32;FORTALEZA;CE;1
MARCO AFONSO GINAR DE ARAUJO;55941;21.980.576/0001-32;PORTO ALEGRE;RS;1
MARCO ANTONIO A. N. DE CARVALHO PRODUCOES CINEMATOGRAFICAS;52446;30.098.889/0001-52;RIO DE JANEIRO;RJ;1
MARCO ANTONIO ALHO DE FREITAS LTDA;38948;03.458.805/0001-71;JOINVILLE;SC;1
MARCO ANTONIO CROZERA - ME;27933;12.509.447/0001-70;JAÚ;SP;1
