REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ;REGISTRO_ANCINE_ASSOCIADO;AGENTE_ECONOMICO_ASSOCIADO;CNPJ_ASSOCIADO;RELACAO;DATA_ASSOCIACAO
1456;REDE 21 COMUNICACOES S.A.;58.832.528/0001-07;3293;NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.;04.334.366/0001-58;COLIGAÇÃO;11/11/2025
1456;REDE 21 COMUNICACOES S.A.;58.832.528/0001-07;62298;VIBRA DIGITAL S.A;13.735.932/0001-24;COLIGAÇÃO;10/06/2025
1456;REDE 21 COMUNICACOES S.A.;58.832.528/0001-07;15742;COMPANHIA RIO BONITO - COMUNICAÇÕES;06.017.510/0001-58;COLIGAÇÃO;18/02/2022
1463;DLK ON LINE LTDA;05.274.746/0001-07;26405;RF MACEDO LTDA;13.585.525/0001-88;COLIGAÇÃO;07/05/2019
1473;CRISIS PRODUTIVAS - COMUNICAÇÃO LTDA.;04.858.795/0001-24;17471;CICLORAMA FILMES LTDA.;12.124.611/0001-20;COLIGAÇÃO;20/06/2022
1474;CARMELA CONTÉUDOS PRODUÇÕES LTDA;02.882.274/0001-87;52926;GAFANHOTTO POS-PRODUCAO CINEMATOGRAFICA LTDA;36.731.497/0001-65;COLIGAÇÃO;06/03/2023
1477;DOMO PRODUÇÕES LTDA;05.724.843/0001-54;6570;CONTENT REALIZAÇÕES E PRODUÇÕES AUDIOVISUAIS LTDA;08.239.641/0001-05;COLIGAÇÃO;23/03/2016
1486;ANEXO COMUNICAÇÕES LTDA;58.015.983/0001-10;33761;T + T PROJETOS CINEMATOGRAFICOS LTDA - ME;01.511.409/0001-35;COLIGAÇÃO;12/08/2021
1500;CANAL BRAZIL S/A;02.608.224/0001-06;4413;GCB EMPREENDIMENTOS E PARTICIPAÇÕES LTDA;02.407.790/0001-50;COLIGAÇÃO;08/03/2022
1500;CANAL BRAZIL S/A;02.608.224/0001-06;4727;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;COLIGAÇÃO;01/04/2025
1500;CANAL BRAZIL S/A;02.608.224/0001-06;5755;EDITORA GLOBO S.A.;04.067.191/0001-60;COLIGAÇÃO;10/05/2022
1500;CANAL BRAZIL S/A;02.608.224/0001-06;44;NBCUNIVERSAL NETWORKS INTERNATIONAL BRASIL PROGRAMADORA S/A;01.253.766/0001-40;COLIGAÇÃO;27/03/2025
1505;CPC CENTRO DE PRODUÇÀO E COMUNICAÇÃO LTDA.;42.592.741/0001-59;541;SCENA FILMES LTDA;00.193.157/0001-80;COLIGAÇÃO;12/08/2019
1513;EDTM CONSULTORIA E PRODUÇÕES LTDA;05.372.947/0001-47;13680;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;07.533.507/0001-50;COLIGAÇÃO;21/10/2024
1513;EDTM CONSULTORIA E PRODUÇÕES LTDA;05.372.947/0001-47;4566;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;07.477.471/0001-34;COLIGAÇÃO;16/12/2024
1513;EDTM CONSULTORIA E PRODUÇÕES LTDA;05.372.947/0001-47;55;MADE TO CREATE CRIAÇÕES E PRODUÇÕES LTDA.;00.495.190/0001-65;COLIGAÇÃO;11/03/2008
1514;LMC PRODUÇÕES ARTÍSTICAS LTDA;01.651.043/0001-08;1887;PRODUÇÕES CINEMATOGRÁFICAS R F FARIAS LTDA;33.392.895/0001-06;COLIGAÇÃO;01/09/2020
1514;LMC PRODUÇÕES ARTÍSTICAS LTDA;01.651.043/0001-08;412;RF CINEMA E TV LTDA;73.668.295/0001-42;COLIGAÇÃO;22/02/2024
1515;VEJA NOTICIAS DE MT LTDA;04.272.715/0001-54;1798;RONDON PRODUCOES DE FILMES LIMITADA;06.058.551/0001-92;COLIGAÇÃO;21/03/2025
1517;FILMES DO RIO DE JANEIRO LTDA.;68.780.527/0001-10;14151;CAUDA LONGA DISTRIBUIÇÃO E PRODUÇÃO LTDA;06.139.189/0001-84;COLIGAÇÃO;04/03/2013
1517;FILMES DO RIO DE JANEIRO LTDA.;68.780.527/0001-10;22049;FILMES DE MINAS LTDA;12.515.906/0001-28;COLIGAÇÃO;26/06/2024
1519;ALTER FILMES PRODUÇÕES AUDIOVISUAIS LTDA;35.944.784/0001-90;15055;TERRA DIGITAL PRODUÇÕES MULTIMÍDIA LTDA;00.906.050/0001-32;COLIGAÇÃO;22/04/2020
1520;ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA;04.510.201/0001-90;29227;PAN FILMES PRODUCAO E DISTRIBUICAO LTDA;13.675.070/0001-91;COLIGAÇÃO;16/07/2025
1520;ALICE URANO FILMES CONSULTORIA PRODUÇÃO E DISTRIBUIÇÃO LTDA;04.510.201/0001-90;28569;CINEMATOGRAFICA AMERABA LTDA;10.848.472/0001-52;COLIGAÇÃO;20/08/2024
1549;SUPER CABO TV CARATINGA LTDA;64.388.762/0001-90;3799;VSAT - TELECOMUNICAÇÕES LTDA;05.915.278/0001-02;COLIGAÇÃO;27/07/2022
1550;TELECAB TELECOMUNICACOES LTDA;70.317.292/0001-76;42994;PROGRAMADORA CANAL TELECAB LTDA;33.225.711/0001-13;COLIGAÇÃO;24/01/2025
1559;IN FOCO FILMES E ENTRETENIMENTO LTDA;94.355.484/0001-35;44012;PROGRAMADORA BRASILEIRA INDEPENDENTE LTDA;10.772.239/0001-33;COLIGAÇÃO;12/02/2025
1559;IN FOCO FILMES E ENTRETENIMENTO LTDA;94.355.484/0001-35;4744;PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A;07.254.174/0001-20;COLIGAÇÃO;13/06/2024
1563;FABIANO GRENDENE DE SOUZA;04.836.653/0001-66;4147;RAINER CINE LTDA;07.088.828/0001-92;COLIGAÇÃO;09/03/2023
1569;VSRM ARTES GRAFICAS LTDA;05.855.758/0001-25;28393;AMIRSOVA PRODUÇÕES AUDIOVISUAIS LTDA;20.741.814/0001-94;COLIGAÇÃO;11/07/2025
1573;VALENTINA FILMES PRODUÇÕES ARTISTICAS LTDA.;01.960.672/0001-01;4199;A.J. PRODUÇÕES LTDA.;05.547.721/0001-30;COLIGAÇÃO;14/11/2023
1577;TATU FILMES LTDA;47.095.641/0001-30;299;BRASIL 1500 PRODUÇÕES CINEMATOGRÁFICAS LTDA;01.519.695/0001-85;COLIGAÇÃO;23/05/2025
1578;CINE CINEMATOGRÁFICA LTDA;00.445.787/0001-03;28345;CINE PRODUTORA E DISTRIBUIDORA DE CONTEÚDO LTDA;21.255.287/0001-70;COLIGAÇÃO;26/05/2021
1588;PHOTO SÍNTESE RIO PRODUÇÕES CINEMATOGRÁFICAS LTDA ME;35.818.418/0001-95;5617;IPANEMA FILMES LTDA;33.897.794/0001-97;COLIGAÇÃO;26/12/2025
1591;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;00.975.333/0001-36;14087;ASSOCIACAO ESTACAO DA LUZ;06.139.069/0001-87;COLIGAÇÃO;19/05/2022
1595;TRATTORIA DIGITAL PRODUÇÕES LTDA/EPP;05.731.103/0001-45;15206;ELASTICA PRODUCOES CINEMATOGRAFICAS LTDA ME;09.163.961/0001-91;COLIGAÇÃO;25/11/2020
1600;MARCIO ALEXANDRE CONFORT MOREIRA;04.329.170/0001-75;52858;BONOBO DIGITAL GROUP LTDA;47.383.981/0001-67;COLIGAÇÃO;21/10/2025
1615;RCA COMPANY DE TELECOMUNICACOES S/A;03.052.751/0001-40;33672;TV BARIGUI LTDA;82.554.437/0001-31;COLIGAÇÃO;15/12/2021
1618;MEMORIA CIVELLI PRODUÇÕES CULTURAIS LTDA;05.616.120/0001-31;2820;BARRA FILMES LTDA;29.055.209/0001-34;COLIGAÇÃO;24/01/2025
1635;FIJI PRODUÇÕES AUDIOVISUAIS LTDA;05.638.479/0001-00;18038;FLORESTA REALIZAÇÕES AUDIOVISUAIS LTDA.;11.666.607/0001-21;COLIGAÇÃO;16/07/2025
1635;FIJI PRODUÇÕES AUDIOVISUAIS LTDA;05.638.479/0001-00;3226;CASABLANCA EFEITOS CINEMATOGRÁFICOS LTDA;05.097.785/0001-86;COLIGAÇÃO;02/04/2024
1635;FIJI PRODUÇÕES AUDIOVISUAIS LTDA;05.638.479/0001-00;6062;D F F DIANA FOTO FILME E TELECOMUNICACOES LTDA;52.559.671/0001-90;COLIGAÇÃO;20/04/2018
1635;FIJI PRODUÇÕES AUDIOVISUAIS LTDA;05.638.479/0001-00;184;CASABLANCA EFFECTS LTDA.;04.731.133/0001-99;COLIGAÇÃO;12/04/2011
1635;FIJI PRODUÇÕES AUDIOVISUAIS LTDA;05.638.479/0001-00;4267;CBSP - CASABLANCA SERVICE PROVIDER LTDA;04.995.093/0001-92;COLIGAÇÃO;17/03/2025
1660;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;14.714.331/0001-06;2849;ITAIGARA PLEXCINE LTDA.;06.107.805/0001-15;CONTROLE;07/06/2018
1660;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;14.714.331/0001-06;1229;EMPRESA CINE TEATRO TAMOIO LTDA;33.924.739/0001-49;COLIGAÇÃO;23/09/2016
1660;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;14.714.331/0001-06;2606;UCI-ORIENT LTDA;01.562.356/0001-81;COLIGAÇÃO;30/03/2022
1660;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;14.714.331/0001-06;27979;CARIRI PLEXCINE LTDA;19.805.153/0001-34;CONTROLE;02/10/2020
1660;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;14.714.331/0001-06;2869;FEIRA PLEXCINE LTDA.;04.547.950/0001-91;CONTROLE;22/09/2025
1660;ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA;14.714.331/0001-06;1240;CINEMAS PARIS ORIENT LTDA;86.985.587/0001-50;COLIGAÇÃO;30/08/2018
1672;PREMIERE PESQUISA E AUDIOVISUAL LTDA;02.856.447/0001-92;17904;UM POR TODOS PRODUÇOES LTDA - EPP;12.305.731/0001-24;COLIGAÇÃO;20/03/2025
1673;AS TV PRODUÇÕES CINEMATOGRÁFICAS LTDA.;05.543.472/0001-04;1421;A S PRODUÇÕES CULTURAIS LTDA.;73.703.068/0001-00;COLIGAÇÃO;27/01/2021
1676;MOR PRODUÇÕES LTDA.;04.284.313/0001-70;15489;NQDR COMUNICAÇÃO LTDA;10.588.486/0001-84;COLIGAÇÃO;06/11/2020
1683;ECOFALANTE;05.678.997/0001-57;14949;GUARIBA FILMES LTDA - ME;09.513.620/0001-07;COLIGAÇÃO;08/12/2022
1683;ECOFALANTE;05.678.997/0001-57;17254;LIRA FILMES E VÍDEO LTDA;61.106.779/0001-19;COLIGAÇÃO;28/08/2013
1694;IMAGEM PRODUÇÕES S/C LTDA.;01.942.731/0001-19;25986;R G SALAME PRODUÇÕES;34.924.019/0001-46;COLIGAÇÃO;11/07/2024
1694;IMAGEM PRODUÇÕES S/C LTDA.;01.942.731/0001-19;12751;IMAGEM PRODUÇÕES E SERVIÇOS LTDA.;08.635.539/0001-29;COLIGAÇÃO;27/02/2023
1694;IMAGEM PRODUÇÕES S/C LTDA.;01.942.731/0001-19;24398;ESTEVES CONSTRUÇÕES E TECNOLOGIA LTDA;17.753.477/0001-40;COLIGAÇÃO;01/10/2021
1697;ARTE LUX PRODUÇÕES CINEMATOGRÁFICA LTDA.;05.145.815/0001-82;21283;LAURA DIAS DALCANALE PEREIRA ALVES;80.342.751/0001-25;COLIGAÇÃO;24/01/2025
1701;SET CINEMA E TELEVISÃO LTDA;03.360.747/0001-49;16504;SET - PRODUCAO DE VIDEO LTDA;82.165.507/0001-60;COLIGAÇÃO;30/10/2023
1703;LUZ DE ARTE SERVIÇOS TECNICOS ARTISTICOS LTDA ME;35.792.449/0001-14;54762;ACADEMIA INTERNACIONAL DE CINEMA, TV, WEB LTDA;46.697.499/0001-39;COLIGAÇÃO;06/09/2023
1738;TELEVISÃO PROFISSIONAL LTDA;30.117.584/0001-40;35121;VIVA MELHOR LTDA;35.933.928/0001-03;COLIGAÇÃO;20/06/2022
1739;IN BRASIL PRODUÇÃO CULTURAL LTDA.;62.446.224/0001-89;6317;VERTIGO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;56.629.728/0001-31;COLIGAÇÃO;15/07/2021
1753;CAZUZO PROMOÇÕES ARTISTISCAS LTDA.;30.452.221/0001-61;40906;ALER PRODUCOES CINEMATOGRAFICAS, ARTISTICAS E TEATRAIS LTDA;30.972.419/0001-76;COLIGAÇÃO;16/05/2024
1753;CAZUZO PROMOÇÕES ARTISTISCAS LTDA.;30.452.221/0001-61;39954;MRF CONTABILIDADE, PRODUÇOES ARTISTICAS, CINEMATOGRAFICAS E DESENVOLVIMENTO EMPRESARIAL EIRELI ME;11.447.150/0001-64;COLIGAÇÃO;18/04/2024
1778;TAPIRI CINEMATOGRÁFICA LTDA.;43.493.915/0001-99;13267;KINOSTUDIO CINEMA DIGITAL LTDA;08.990.603/0001-90;COLIGAÇÃO;17/12/2012
1780;FOGO AZUL FILMES LTDA;02.630.678/0001-83;506;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;28.026.565/0001-67;COLIGAÇÃO;11/02/2025
1797;MOSTRA INTERNACIONAL DE CINEMA LTDA;52.009.305/0001-68;29957;MOSTRA DE CINEMA, CULTURA E EVENTOS LTDA;18.167.238/0001-71;COLIGAÇÃO;24/09/2025
1798;RONDON PRODUCOES DE FILMES LIMITADA;06.058.551/0001-92;1515;VEJA NOTICIAS DE MT LTDA;04.272.715/0001-54;COLIGAÇÃO;03/07/2025
1803;WGV PRODUÇÕES ARTÍSTICAS LTDA.;50.814.201/0001-09;19875;PALHA & ENTRETENIMENTOS - CASA DE CRIACAO PRODUCOES LTDA;14.022.519/0001-85;COLIGAÇÃO;20/10/2025
1803;WGV PRODUÇÕES ARTÍSTICAS LTDA.;50.814.201/0001-09;52612;FERVEDOURO PRODUCOES CINEMATOGRAFICAS LITERARIAS E CULTURAIS UNIPESSOAL LTDA;46.709.797/0001-00;COLIGAÇÃO;12/01/2023
1803;WGV PRODUÇÕES ARTÍSTICAS LTDA.;50.814.201/0001-09;51429;PAIEIROS PRODUCOES CULTURAIS UNIPESSOAL LTDA;45.597.282/0001-94;COLIGAÇÃO;13/06/2022
1838;GNP BRASIL PROPAGANDA LTDA;72.588.114/0001-05;14266;ORÁCULO PRODUÇÕES LTDA;04.627.522/0001-79;COLIGAÇÃO;11/02/2021
1842;GUILHERME FONTES FILMES LTDA;31.622.483/0001-90;1895;ZOEBRA FILMES LTDA;02.409.955/0001-22;COLIGAÇÃO;20/03/2009
1842;GUILHERME FONTES FILMES LTDA;31.622.483/0001-90;21106;CHATO LTDA;02.854.498/0001-85;COLIGAÇÃO;22/03/2022
1855;SAGAZ DIGITAL PRODUCOES DE VIDEOS E FILMES LTDA;05.589.859/0001-00;57055;SAGAZ FILMES LTDA;53.121.727/0001-93;COLIGAÇÃO;29/12/2023
1860;MIRAÇÃO FILMES LTDA;06.096.915/0001-29;62694;CAVERNA FILMES LTDA.;61.196.704/0001-76;COLIGAÇÃO;30/07/2025
1861;PLANALTO COMUNICACOES LTDA.;04.793.785/0001-58;30923;ANIMAZOO ENTRETENIMENTO LTDA;21.952.846/0001-00;COLIGAÇÃO;19/08/2022
1867;SET_5 PRODUTORA LTDA.;03.780.121/0001-91;51018;ELIAS MACHADO ANGICO;60.303.377/0001-41;COLIGAÇÃO;18/04/2022
1867;SET_5 PRODUTORA LTDA.;03.780.121/0001-91;25451;CASA 8 COMUNICAÇÃO LTDA - EPP - BAIXADO;18.721.032/0001-41;COLIGAÇÃO;11/05/2017
1872;CIRCUS FILMS LTDA;05.645.012/0001-97;48427;NSI MEDIA LTDA;39.898.553/0001-49;COLIGAÇÃO;17/05/2021
1872;CIRCUS FILMS LTDA;05.645.012/0001-97;18510;VHM COMUNICAÇÃO EIRELI;13.271.724/0001-11;COLIGAÇÃO;28/10/2021
1872;CIRCUS FILMS LTDA;05.645.012/0001-97;31962;STORM ADMINISTRAÇÃO LTDA;10.594.410/0001-61;COLIGAÇÃO;10/09/2021
1872;CIRCUS FILMS LTDA;05.645.012/0001-97;89;CINEMA FILMES LTDA;60.043.411/0001-96;COLIGAÇÃO;08/12/2020
1874;INTRO PICTURES PRODUÇÕES CINEMATOGRÁFICAS LTDA;05.832.663/0001-96;49942;INTRO PICTURES AUDIOVISUAL LTDA;42.642.939/0001-08;COLIGAÇÃO;09/11/2021
1874;INTRO PICTURES PRODUÇÕES CINEMATOGRÁFICAS LTDA;05.832.663/0001-96;23433;CAICO PRODUTORA DE CONTEÚDO AUDIOVISUAL E SERVIÇOS DE COMUNICAÇÃO LTDA.;56.802.747/0001-18;COLIGAÇÃO;01/12/2020
1878;MYC DO BRASIL PRODUÇÕES LTDA;04.103.730/0001-79;3096;INSTITUTO CRIAR DE TV E CINEMA;05.600.020/0001-17;COLIGAÇÃO;29/11/2024
1879;FOCO PRODUÇÕES LTDA;02.803.873/0001-68;20929;DE VILLE PRODUÇÕES AUDIOVISUAIS LTDA - EPP;13.305.585/0001-08;COLIGAÇÃO;27/03/2025
1882;COMBINADO FILMES LTDA;06.131.852/0001-02;218;MAMMUT PRODUCOES CINEMATOGRAFICAS LTDA;69.055.812/0001-30;COLIGAÇÃO;31/03/2023
1887;PRODUÇÕES CINEMATOGRÁFICAS R F FARIAS LTDA;33.392.895/0001-06;412;RF CINEMA E TV LTDA;73.668.295/0001-42;COLIGAÇÃO;22/02/2024
1887;PRODUÇÕES CINEMATOGRÁFICAS R F FARIAS LTDA;33.392.895/0001-06;1514;LMC PRODUÇÕES ARTÍSTICAS LTDA;01.651.043/0001-08;COLIGAÇÃO;28/03/2022
1891;ROCHA RIO PRODUÇÕES ARTÍSTICAS LTDA;04.378.007/0001-00;14742;LATA FILMES LTDA;09.372.544/0001-59;COLIGAÇÃO;17/01/2025
1895;ZOEBRA FILMES LTDA;02.409.955/0001-22;21106;CHATO LTDA;02.854.498/0001-85;COLIGAÇÃO;22/03/2022
1895;ZOEBRA FILMES LTDA;02.409.955/0001-22;1842;GUILHERME FONTES FILMES LTDA;31.622.483/0001-90;COLIGAÇÃO;02/07/2024
1903;TV PONTA VERDE LTDA;09.314.824/0001-00;36336;TELEVISAO BORBOREMA S/A;08.843.922/0001-72;COLIGAÇÃO;20/06/2022
1903;TV PONTA VERDE LTDA;09.314.824/0001-00;36601;RADIO E TELEVISAO O NORTE S/A;08.846.487/0001-30;COLIGAÇÃO;27/02/2023
1903;TV PONTA VERDE LTDA;09.314.824/0001-00;15538;TV GUARARAPES S.A.;01.769.569/0001-89;COLIGAÇÃO;01/08/2022
1911;NACH VÍDEO PRODUÇÕES LTDA;00.669.963/0001-82;19865;GANESHA PRODUÇÕES ARTÍSTICAS LTDA;03.763.316/0001-23;COLIGAÇÃO;30/05/2022
1916;RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA;05.840.498/0001-14;45757;RTRG 2019 PRODUÇÕES ARTÍSTICAS LTDA;33.825.727/0001-67;COLIGAÇÃO;17/09/2025
1916;RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA;05.840.498/0001-14;15543;US ONE COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA;10.552.344/0001-67;COLIGAÇÃO;19/09/2025
1916;RT COMÉRCIO E SERVIÇOS DE CRIAÇÃO E PRODUÇÃO DE OBRAS COM DIREITOS AUTORAIS LTDA;05.840.498/0001-14;4369;CAMISA TREZE CULTURAL LTDA;05.387.293/0001-25;COLIGAÇÃO;22/09/2025
1925;CABEÇA AMARELA VIDEOMAKER PRODUTORA DE VÍDEOS E FOTOS LTDA;05.594.778/0001-90;26891;CABEÇA AMARELA FILMES PRODUTORA DE FOTO E VIDEO LTDA;17.023.894/0001-38;COLIGAÇÃO;19/09/2024
1925;CABEÇA AMARELA VIDEOMAKER PRODUTORA DE VÍDEOS E FOTOS LTDA;05.594.778/0001-90;4172;FABIO ANIYA;07.063.150/0001-93;COLIGAÇÃO;10/08/2010
1926;W COMUNICAÇAO E MARKETING LTDA;02.263.882/0001-03;41241;PROMOVENDAS COMUNICAÇÃO E MARKETING LTDA;23.605.316/0001-02;COLIGAÇÃO;16/06/2025
1944;CINEMA ARTEPLEX LTDA.;04.969.463/0001-17;47328;CINESALA EXIBIÇÕES E EVENTOS LTDA;19.361.857/0001-65;COLIGAÇÃO;04/12/2020
1944;CINEMA ARTEPLEX LTDA.;04.969.463/0001-17;27912;CINEMAS USINA LIBERDADE LTDA;42.898.015/0001-69;COLIGAÇÃO;02/09/2025
1944;CINEMA ARTEPLEX LTDA.;04.969.463/0001-17;1083;CIRCUITO CINEARTE LTDA;01.425.583/0001-65;COLIGAÇÃO;17/03/2023
1944;CINEMA ARTEPLEX LTDA.;04.969.463/0001-17;3758;ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA;06.953.374/0001-08;CONTROLE;25/11/2021
1944;CINEMA ARTEPLEX LTDA.;04.969.463/0001-17;41991;ARTEPLEX DISTRIBUIDORA LTDA;31.694.954/0001-75;COLIGAÇÃO;20/02/2025
1981;CINEMAS RIVER LTDA;33.836.990/0001-51;2739;STAR MULTICINEMAS LTDA;73.861.551/0001-13;COLIGAÇÃO;08/04/2019
1981;CINEMAS RIVER LTDA;33.836.990/0001-51;2740;CINEMATOGRÁFICA IGUAÇU LTDA;30.831.184/0001-00;COLIGAÇÃO;10/10/2018
1981;CINEMAS RIVER LTDA;33.836.990/0001-51;23877;DAC PARTICIPAÇÕES LTDA;00.852.265/0001-18;COLIGAÇÃO;14/07/2021
1985;CLIP PRODUTORA DE CINEMA E VÍDEO LTDA;01.246.684/0001-79;12580;FUNDAÇÃO CINEMA RS- FUNDACINE;03.300.207/0001-70;COLIGAÇÃO;29/09/2022
1991;EMPRESA CINEMAS SÃO LUIZ S/A;33.497.660/0001-89;2364;CINEMAS PARIS SEVERIANO RIBEIRO LTDA;31.611.189/0001-82;COLIGAÇÃO;07/08/2025
1991;EMPRESA CINEMAS SÃO LUIZ S/A;33.497.660/0001-89;11751;SR RIO DE JANEIRO CINEMAS S/A;08.262.566/0001-01;COLIGAÇÃO;11/07/2025
1991;EMPRESA CINEMAS SÃO LUIZ S/A;33.497.660/0001-89;2612;UCI RIBEIRO LTDA;02.117.937/0001-77;COLIGAÇÃO;10/06/2025
1991;EMPRESA CINEMAS SÃO LUIZ S/A;33.497.660/0001-89;1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;CONTROLE;18/04/2024
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;2612;UCI RIBEIRO LTDA;02.117.937/0001-77;COLIGAÇÃO;10/06/2025
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;4404;EMPRESA CINEMATOGRÁFICA CAMPO GRANDE;51.460.582/0001-20;COLIGAÇÃO;06/09/2022
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;11751;SR RIO DE JANEIRO CINEMAS S/A;08.262.566/0001-01;COLIGAÇÃO;11/07/2025
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;3103;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA;03.519.995/0001-90;COLIGAÇÃO;15/05/2024
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;3132;CINEMAS ALVORADA DIVERSÕES LTDA;02.104.789/0001-56;COLIGAÇÃO;26/01/2024
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;3074;EMPRESA CINEMATOGRÁFICA ARAUJO LTDA;01.172.224/0001-43;COLIGAÇÃO;20/03/2024
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;4375;GM ARAUJO CINEMATOGRAFICA LTDA;45.515.558/0001-48;COLIGAÇÃO;29/08/2022
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;2772;ESPLANADA CINEMATOGRÁFICA LTDA;00.567.570/0001-68;COLIGAÇÃO;06/09/2022
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;3136;MSA EMPRESA CINEMATOGRÁFICA LTDA;03.608.600/0001-25;COLIGAÇÃO;25/09/2025
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;1991;EMPRESA CINEMAS SÃO LUIZ S/A;33.497.660/0001-89;COLIGAÇÃO;09/02/2022
1994;SR SÃO PAULO CINEMAS S/A;04.006.465/0001-00;2364;CINEMAS PARIS SEVERIANO RIBEIRO LTDA;31.611.189/0001-82;COLIGAÇÃO;07/08/2025
1996;BRASILEIRA CINEMATOGRÁFICA LTDA;74.571.886/0001-60;5099;HOT DOG FILMES LTDA;06.021.839/0001-92;COLIGAÇÃO;04/03/2013
1996;BRASILEIRA CINEMATOGRÁFICA LTDA;74.571.886/0001-60;12650;BRASILEIRA IMAGEM E CONTEUDO LTDA.;08.902.896/0001-06;COLIGAÇÃO;06/11/2020
1996;BRASILEIRA CINEMATOGRÁFICA LTDA;74.571.886/0001-60;5665;BRASILEIRA FILMES, ENTRETENIMENTO E CULTURA LTDA;07.863.017/0001-11;COLIGAÇÃO;04/03/2013
2000;GOD PRODUÇÕES DE VIDEOS LTDA;04.436.575/0001-02;536;RADIO E TELEVISAO DIARIO DE MOGI LTDA;67.344.440/0001-37;COLIGAÇÃO;11/10/2017
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;13432;VELUDO CREATIVE FILM COMPANY LTDA;09.252.906/0001-78;COLIGAÇÃO;19/08/2022
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;13424;STONE MILK POS PRODUCAO AUDIOVISUAL LTDA;09.222.300/0001-90;COLIGAÇÃO;22/05/2023
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;13458;MAIS FILMES LTDA;09.255.824/0001-87;COLIGAÇÃO;29/04/2022
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;595;ACADEMIA DE CULTURA;03.457.922/0001-10;COLIGAÇÃO;17/04/2024
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;221;FILMES MAIS LTDA;03.435.290/0001-94;COLIGAÇÃO;01/08/2025
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;13313;COLMEIA CAPACITACAO, CRIACAO E PRODUCAO DE CONTEUDOS LTDA;09.207.407/0001-69;COLIGAÇÃO;12/06/2023
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;4465;30 PÉS FILMES LTDA.;07.447.850/0001-81;COLIGAÇÃO;22/08/2022
2017;JOIN PARTICIPAÇÕES E INVESTIMENTOS LTDA.;56.336.027/0001-04;18;INK PARTICIPACOES E INVESTIMENTOS LTDA;68.153.956/0001-67;COLIGAÇÃO;06/07/2023
2044;485 PRODUÇÕES LTDA;03.080.378/0001-30;47879;POÇO DE IDEIAS COMUNICAÇAO LTDA;40.784.462/0001-61;COLIGAÇÃO;09/03/2021
2044;485 PRODUÇÕES LTDA;03.080.378/0001-30;40963;1 PORCENTO FILMES E PRODUCOES CINEMATOGRAFICAS EIRELI;30.296.795/0001-98;COLIGAÇÃO;16/05/2024
2044;485 PRODUÇÕES LTDA;03.080.378/0001-30;34647;MR FILMES EIRELI;26.200.058/0001-72;COLIGAÇÃO;09/08/2022
