TITULO_ORIGINAL;CPB;NUMERO_SALIC
ÁGUAS DO BRASIL;B1500198100000;050251
ÁGUAS SELVAGENS;B1900245500000;180626
ÁGUIAS DA CIDADE;B1201708200000;110172
ÁGUIAS DA CIDADE - SEGUNDA TEMPORADA;B1402147100000;130139
ÁGUIAS DA CIDADE - TERCEIRA TEMPORADA;B1500489100000;140077
ÁRIDO MOVIE;B0500388300000;023657
É FADA!;B1600532800000;130249
É PROIBIDO FUMAR;B0901108700000;040306
É PROIBIDO PROIBIR;B0600524400000;030355
É QUASE VERDADE;B2600004800000;250867
É TETRA;B1900446600000;180260
É TUDO DELAS;B2400417700000;220343
ÉDEN;B1301945900000;080342
ÉS TU, BRASIL;B0500444000000;993700
ÍDOLO;B1500585700000;100022
ÍNDIOS KAMAYURÁS;B0600607400000;060391
ÍNDIOS YANOMAMIS;B0600607700000;060391
Ó PAÍ, Ó 2;B2300472200000;180342
Ó PAÍ, Ó!;B0700653200000;050246
ÓPERA ABERTA - PESCADORES DE PÉROLAS;B1700182900000;150398
ÓRFÃOS DO ELDORADO;B1500672000000;110332
ÚLTIMA PARADA - 174;B0800914800000;050181
ÚLTIMAS CONVERSAS;B1500218600000;139028
ÚLTIMAS CONVERSAS;B1500218600000;139029
