NUMERO_SALIC;TITULO_PROJETO;DATA_PUB_APROVACAO_PROJETO;DATA_PRIMEIRA_LIBERACAO;SITUACAO_ATUAL;MECANISMO;CAPTADO_ART1;CAPTADO_ART1A;CAPTADO_ART3;CAPTADO_ART3A;CAPTADO_ART18;CAPTADO_ART25;CAPTADO_ART39;CAPTADO_FUNCINES;CAPTADO_EDITAL_ANCINE;CAPTADO_PAR;CAPTADO_PAQ;CAPTADO_OUTROS_EDITAIS;CAPTADO_LEI_ESTADUAL;CAPTADO_LEI_MUNICIPAL;CAPTADO_OUTRAS_FONTES;CAPTADO_CONTRAPARTIDA;CAPTADO_CONVERSAO;TOTAL_CAPTADO;PROPONENTE;CNPJ_PROPONENTE;MUNICIPIO_PROPONENTE;UF_PROPONENTE
15-0149;O CORPO É NOSSO (EX PAIXÃO NACIONAL);29/04/2015;01/08/2018;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;01.464.291/0001-31;RIO DE JANEIRO;RJ
15-0150;(Des)Encontros - 2* Temporada;29/04/2015;27/01/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.793.383,25;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.293.383,25;CHOCOLATE FILMES LTDA;11.503.567/0001-05;SAO PAULO;SP
15-0151;Soul Brasil;29/04/2015;01/08/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 843.091,00;R$ 644.845,39;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.487.936,39;KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP;02.395.043/0001-49;SAO PAULO;SP
15-0152;Pecuária Em Foco - Educação;16/06/2015;02/08/2022;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 661.639,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 661.639,00;NOVA COMUNICAÇÃO LTDA;14.215.682/0001-64;CAMPO GRANDE;MS
15-0153;Aos 35 - Desenvolvimento;05/05/2015;15/07/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 115.425,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 115.425,00;LINE-UP PRODUÇÃO E DISTRIBUIÇÃO DE FILMES LTDA;09.385.060/0001-44;RIO DE JANEIRO;RJ
15-0157;10 SEGUNDOS PARA VENCER (EX 10 SEGUNDOS);06/05/2015;03/12/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 2.592.195,00;R$ 555.556,53;R$ 0,00;R$ 2.700.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.847.751,53;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;29.269.719/0001-04;RIO DE JANEIRO;RJ
15-0160;FAZ SOL LÁ SIM;06/05/2015;25/04/2017;P77    - Tomada de Contas Especial Instaurada;Fomento Indireto;R$ 0,00;R$ 21.000,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 321.000,00;CHAPLIN SOLUÇÕES AUDIOVISUAIS LTDA;13.223.702/0001-86;RIO DE JANEIRO;RJ
15-0161;Investimento para Aquisição de Ações da Bossa Nova Films;08/05/2015;16/07/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.900.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.900.000,00;BOSSA NOVA FILMS CRIACOES E PRODUCOES S/A;07.477.471/0001-34;SAO PAULO;SP
15-0162;Investimento para Aquisição de Ações da Be Bossa Nova;08/05/2015;16/07/2015;E20    - Inadimplente;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 100.000,00;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;07.533.507/0001-50;SAO PAULO;SP
15-0163;Wee Boom;01/06/2015;15/12/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.823.057,05;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.823.057,05;SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.;11.717.663/0001-48;SAO PAULO;SP
15-0165;A CABEÇA DE GUMERCINDO SARAIVA;07/05/2015;15/03/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 1.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.000.000,00;WALPER RUAS PRODUÇÕES LTDA;05.456.798/0001-02;PORTO ALEGRE;RS
15-0167;Agreste;07/05/2015;28/06/2019;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 750.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 750.000,00;MIRAÇÃO FILMES LTDA;06.096.915/0001-29;SAO PAULO;SP
15-0171;Brasil Pelo Mundo e o Mundo pelo Brasil;14/05/2015;;P77    - Tomada de Contas Especial Instaurada;Fomento Indireto;R$ 0,00;R$ 1.450.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.450.000,00;F.BRAVO COMUNICAÇÕES, PROPAGANDA E MARKETING LTDA;11.367.629/0001-90;SAO PAULO;SP
15-0175;PEDRO TEIXEIRA, O DONO DA AMAZÔNIA;14/05/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 60.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 60.000,00;GRAMA FILMES LTDA - ME;05.122.532/0001-15;SAO PAULO;SP
15-0179;ENTRE GREVES (EX SINDICATO DOS METALÚRGICOS: 100 ANOS DE LUTAS);10/06/2015;10/05/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 200.000,00;GINJA FILMES & PRODUÇÕES LTDA.;10.144.873/0001-21;RIO DE JANEIRO;RJ
15-0181;AMOR TAMANHO FAMÍLIA - DESENVOLVIMENTO;13/05/2015;19/06/2015;P90    - PC FINAL - Recurso Recebido;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 80.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 80.000,00;MELODRAMA PRODUÇÕES LTDA.;03.626.688/0001-08;RIO DE JANEIRO;RJ
15-0187;RONALDO, POR FAVOR;01/06/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 375.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 375.000,00;ARQUIPÉLAGO LTDA;01.853.325/0001-80;BELO HORIZONTE;MG
15-0198;LA SITUACIÓN (EX SITUACIÓN PERRENGUE);26/05/2015;31/08/2018;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 500.000,00;R$ 0,00;R$ 3.000.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.117.098,49;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 5.617.098,49;MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.;10.645.895/0001-75;RIO DE JANEIRO;RJ
15-0199;BOA NOITE;25/05/2015;29/08/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 19.555,09;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 19.555,09;TV ZERO CINEMA LTDA;03.360.320/0001-40;RIO DE JANEIRO;RJ
15-0202;Distrito Cultural;25/05/2015;24/09/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 501.600,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 501.600,00;FABRIKA FILMES LTDA;03.218.295/0001-65;BRASILIA;DF
15-0203;Nheengatu;26/05/2015;18/04/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;REFINARIA PRODUÇÕES LTDA.;05.436.489/0001-62;RIO DE JANEIRO;RJ
15-0206;DORA E GABRIEL;26/05/2015;28/03/2019;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;SP FILMES DE SÃO PAULO LTDA;59.190.843/0001-40;SAO PAULO;SP
15-0207;AÇÚCAR - FINALIZAÇÃO;26/05/2015;12/01/2018;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 22.302,34;R$ 27.368,90;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 49.671,24;AROMA FILMES LTDA ME.;02.908.530/0001-68;RECIFE;PE
15-0211;Arqueologia do Poeta (Ex Há muitas Noites na Noite);26/05/2015;29/12/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;27.651.181/0001-72;RIO DE JANEIRO;RJ
15-0212;A Estranha;26/05/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 70.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 70.000,00;BUSCA VIDA FILMES E PRODUÇÕES LTDA;13.491.810/0001-30;SAO PAULO;SP
15-0214;EU, MEU PAI E OS CARIOCAS - 70 ANOS ANOS DE MÚSICA NO BRASIL;18/06/2015;31/03/2016;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 380.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 880.000,00;CANELA PRODUÇÕES ARTÍSTICAS LTDA.;18.677.618/0001-56;SAO PAULO;SP
15-0217;Bizarros Peixes das Fossas Abissais;01/06/2015;26/08/2016;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 1.500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.500.000,00;MARAO DESENHOS ANIMADOS LTDA;05.416.743/0001-60;RIO DE JANEIRO;RJ
15-0219;BELO MONTE: UM MUNDO ONDE TUDO É POSSÍVEL;01/06/2015;02/03/2016;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS LTDA;07.060.648/0001-00;RIO DE JANEIRO;RJ
15-0220;PLUFT, O FANTASMINHA - DESENVOLVIMENTO;19/06/2015;07/10/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 300.000,00;RACCORD PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;72.062.029/0001-09;RIO DE JANEIRO;RJ
15-0226;HOMEM ONÇA (EX - MONTANHA RUSSA (MOLAMBO));10/06/2015;09/02/2018;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 400.000,00;TACACÁ FILMES LTDA;09.547.615/0001-07;RIO DE JANEIRO;RJ
15-0228;PEQUENO DICIONÁRIO AMOROSO 2 - COMERCIALIZAÇÃO;16/06/2015;05/08/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 275.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 275.000,00;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;07.616.202/0001-01;RIO DE JANEIRO;RJ
15-0229;DUDU E O LAPIS COR DA PELE;10/06/2015;24/12/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 80.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 80.000,00;CINEMA NA VEIA PRODUÇÕES LTDA - ME;21.154.983/0001-90;SAO PAULO;SP
15-0233;Conselho Tutelar - 3ª Temporada;10/06/2015;10/02/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 2.386.438,76;R$ 613.561,24;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.000.000,00;VISON PRODUÇOES ARTISTICAS LTDA.;28.629.780/0001-52;RIO DE JANEIRO;RJ
15-0234;O SEGUNDO HOMEM  (EX ENQUANTO ESPERO);30/06/2015;31/07/2019;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 1.130.152,77;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.130.152,77;LUC FILMES LTDA - ME;14.741.081/0001-95;SAO PAULO;SP
15-0235;TOP 5 RICHARD RASMUSSEN;21/07/2015;24/12/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 936.488,62;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 936.488,62;GREEN PLANET STUDIOS PRODUÇÕES DE VIDEO EDITORA E SERVIÇOS DE EDUCAÇÃO AMBIENTAL LTDA;13.404.221/0001-77;ARACARIGUAMA;SP
15-0243;Chico Science, um caranguejo elétrico;16/06/2015;10/08/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;R-TV PRODUÇÕES LTDA;02.175.084/0001-20;RECIFE;PE
15-0257;A ponte de bambu;25/06/2015;06/10/2017;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 375.000,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 675.000,00;MARCELO MACHADO PRODUCOES ARTISTICAS LTDA;71.743.496/0001-31;SAO PAULO;SP
15-0264;Minha Vida e Um Circo (My Life is Circus);25/06/2015;10/03/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.617.234,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.617.234,00;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;06.323.379/0001-57;SAO PAULO;SP
15-0267;MUNDO DESERTO DE ALMAS NEGRAS - COMERCIALIZAÇÃO;14/07/2015;17/03/2016;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 144.222,43;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 144.222,43;BUNKER TECNOLOGIA, PAGAMENTOS E PRODUCOES LTDA;09.353.982/0001-70;SAO JOSE DO RIO PRETO;SP
15-0268;DENTRO DA CAIXINHA (Ex- CAIXA LÚDICA - BRINCADEIRAS DE RODA);26/06/2015;02/03/2016;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 270.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 270.000,00;POSTURA DIGITAL FILMES EIRELI;08.233.638/0001-84;BELO HORIZONTE;MG
15-0270;DEU MATCH!;26/06/2015;08/12/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 828.312,98;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 828.312,98;BSB SERVIÇOS CINEGROUP LTDA;06.900.652/0001-69;BRASILIA;DF
15-0276;Dia Um (Ex:1º Dia);25/06/2015;18/12/2015;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.508.154,85;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.508.154,85;O2 CINEMA LTDA;02.525.725/0001-29;COTIA;SP
15-0279;10 SEGUNDOS  - DESENVOLVIMENTO;26/06/2015;20/08/2015;P61    - PC FINAL - Aprovada;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 299.250,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 299.250,00;TAMBELLINI FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;29.269.719/0001-04;RIO DE JANEIRO;RJ
15-0281;MEDIDA PROVISORIA;30/06/2015;14/02/2019;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 1.400.000,00;R$ 0,00;R$ 2.800.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.200.000,00;LEREBY PRODUÇÕES LTDA;02.605.295/0001-55;RIO DE JANEIRO;RJ
15-0284;A NOIVA DA REVOLUÇÃO;09/07/2015;;105    - CEA Projeto cancelado;Fomento Indireto;R$ 0,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;SCENA FILMES LTDA;00.193.157/0001-80;RIO DE JANEIRO;RJ
15-0292;Papaya Bull - ANIMAÇÃO;08/07/2015;05/07/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 461.549,03;R$ 2.538.450,97;R$ 0,00;R$ 0,00;R$ 820.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.820.000,00;BOUTIQUE FILMES E PRODUÇÕES LTDA.;16.729.130/0001-08;SAO PAULO;SP
15-0294;A REINVENÇÃO DO FUTEBOL ARTE (EX A MORTE DO FUTEBOL ARTE);08/07/2015;14/09/2016;P90    - PC FINAL - Recurso Recebido;Fomento Indireto;R$ 0,00;R$ 0,00;R$ 0,00;R$ 419.020,69;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 419.020,69;GULLANE ENTRETENIMENTO S.A.;01.378.559/0001-12;SAO PAULO;SP
15-0295;Meninas de Ouro;08/07/2015;26/10/2016;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 0,00;R$ 669.540,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 969.540,00;SARAVÁ FILMES LTDA ME;10.825.940/0001-73;SAO PAULO;SP
15-0296;VIDAS DESCARTÁVEIS (EX TRABALHO ESCRAVO.DOC);08/07/2015;25/08/2017;P01    - Encerrado Prazo de Captação - Encaminhado à CPC;Fomento Indireto;R$ 150.000,00;R$ 0,00;R$ 0,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 450.000,00;MEIOS DE PRODUÇÃO E COMUNICAÇÃO LTDA;27.920.016/0001-79;RIO DE JANEIRO;RJ
