Programa de Apoio a Participação de Filmes Brasileiros em Festivais Internacionais - 2010 a 2019;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano do Apoio;Festival;País do Festival;Mês;Filme ;Mostra;Direção;Produtora Brasileira Majoritária *;UF;Metragem;CPB;"Confecção
cópia";"Envio
da cópia";"Apoio
Financeiro"
2015;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Fuja dos meus olhos""";Forum Expanded;Felipe Bragança; - ; - ;Média; -;;;X
2015;ATLANTIDOC - Festival Internacional de Cinema Documentário do Uruguai;Uruguai;Dezembro;"""Uma Família Ilustre""";Competição Internacional Principal;Beth Formaggini;4 Ventos Comunicação;RJ;Média;B1500615100000;;;X
2015;Encontros de Cinema da América Latina de Toulouse;França;Março;"""João Heleno dos Brito""";Competição de Curtas;Neco Tabosa;Antonio Flavio Tabosa Pinheiro de Queiroz Lima Lucio;PE;Média;B1500769300000;X;X;X
2015;Festival Internacional de Filmes de Curta-metragem de Hamburgo;Alemanha;Junho;"""A Mudança""";International competition;Erick Ricco;Apiário;MG;Média;B1500671400000;;X;X
2015;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Tudo vai ficar da cor que você quiser""";Competição de Documentários;Leticia Simões;Artezanato Eletrônico;RJ;Média;B1500457700000;X;X;X
2015;Art of the Real;Estados Unidos;Abril;"""Nova Dubai""";Não competitivo;Gustavo Vinagre;Avoa Filmes;SP;Média;B1500109200000;X;X;X
2015;BAFICI - Festival Internacional de Cinema de Buenos Aires;Argentina;Abril;"""Nova Dubai""";Competição Oficial Vanguarda e Gênero;Gustavo Vinagre;Avoa Filmes;SP;Média;B1500109200000;X;X;X
2015;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro;"""Nova Dubai""";As Long As It Takes: Short;Gustavo Vinagre;Avoa Filmes;SP;Média;B1500109200000;X;X;X
2015;Queer Lisboa - Festival Internacional de Cinema Queer;Portugal;Setembro;"""Nova Dubai""";Competição Queer Art;Gustavo Vinagre;Avoa Filmes;SP;Média;B1500109200000;;X;X
2015;Festival Internacional Nueva Mirada para a Infância e Juventude;Argentina;Agosto;"""Marina não vai à praia""";Competição Oficial;Cássio Pereira dos Santos;Cassio Pereira dos Santos;MG;Média;B1402856100000;;;X
2015;Docs DF - Festival Internacional de Documentário da Cidade do México;México;Outubro;"""Carregador 1118""";"Sessão Competitiva ""Nuestra America""";Eduardo Consonni /Rodrigo T. Marques;Complô;SP;Média;B1500394900000;;;X
2015;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Abril;"""Vestibular""";Children’s and Youth Film Competition;Ruy Prado/Toti Loureiro;Filmes da Lata ;SP;Média;B1500346600000;;;X
2015;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril;"""Quinze""";Competição Internacional - Curtas-metragens;Maurílio Martins;Filmes de Plástico;MG;Média;B1402226200000;;X;X
2015;Festival de Cannes;França;Maio;"""Quintal""";Quinzena dos Realizadores - Competitiva de Curtas ;André Novais Oliveira;Filmes de Plástico;MG;Média;B1500568500000;;;X
2015;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Tarântula""";Competição de curtas-metragens;Aly Muritiba/Marja Calafange;Grafo Audiovisual;PR;Média;B1500799000000;;;X
2015;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Tarântula""";Competição de Média-metragem e Curta-metragem de ficção;Aly Muritiba/Marja Calafange;Grafo Audiovisual;PR;Média;B1500799000000;;;X
2015;Mostra Internacional de Arte Cinematográfica de Veneza;Itália;Setembro;"""Tarântula""";Orizzonti Short Films Competition;Aly Muritiba/Marja Calafange;Grafo Audiovisual;PR;Média;B1500799000000;;;X
2015;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""O Bom Comportamento""";Competição de curtas-metragens;Eva Randolph;Imagem-Tempo/Eva Randolph;RJ;Média;B1402472300000;X;X;X
2015;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Imóvel""";Competição Curtas-Metragens;Isaac Pipano Alcantarilla/Juliana Serfaty/Ricardo de Araujo Vianna Soares;Isaac Pipano Alcantarilla;RJ;Média;B1600164900000;;;X
2015;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Submarino""";Competição de Média-metragem e Curta-metragem de ficção;Rafael Aidar;Klaxon Cultura Audiovisual;SP;Média;B1500494600000;;X;X
2015;Zinebi - Festival Internacional de Documentários e Filmes de Curta-metragem de Bilbao;Espanha;Novembro;"""Dá Licença de Contar""";Seção Oficial - Concurso Internacional;Pedro Soffer Serrano;Latitude Filmes;SP;Média;B1500598100000;;X;X
2015;Cinéma du Réel;França;Março;"""A Festa e os Cães""";Competição Internacional de Curta-metragem;Leonardo Mouramateus;Leonardo Moura Mateus/Tardo Filmes;CE;Média;B1500419100000;;X;X
2015;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Ruby""";Competição Curtas-Metragens;Guilherme Soster/Jorge Loureiro/Luciano Scherer;Luciano Fernandez Scherer;RS;Média;B1500588500000;;;X
2015;IDFA - Festival Internacional de Documentários de Amsterdam;Holanda;Novembro;"""Aracati""";Competition for Mid-Length Documentary;Aline Portugal/Julia de Simone;Mirada Filmes;RJ;Média;B1500659200000;X;X;X
2015;Visions du Réel;Suíça;Abril;"""Dorsal""";Premiers Pas;Cristiano Barbosa/Carlos Segundo;O Sopro do Tempo;MG;Média;B1500097600000;X;X;X
2015;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Eu vi""";Competição de Documentários;Fabio Eitelberg/Patrick Torres/Pedro Biava;Pedro Henrique Cabete Biava;SP;Média;B1600084100000;;;X
2015;Festival Internacional de Cinema do Uruguai;Uruguai;Abril;"""Coice no Peito""";Competencia Cortometrages internacionales;Renan Rovida;Renan Rovida;SP;Média;B1402245000000;;;X
2015;IndieLisboa - Festival Internacional de Cinema Independente;Portugal;Abril;"""A Invenção da Noite""";Competição Internacional - Curtas-metragens;Tomás von der Osten;Renato Sgarbi Ogata;SP;Média;B1500464800000;;X;X
2015;Festival de Cinema de Locarno;Suíça;Agosto;"""História de uma pena""";Pardi di Domani;Leonardo Mouramateus;Samuel Alves Moreira Brasileiro/Clara Bastos de Macêdo Carneiro;CE;Média;B1500740500000;;;X
2015;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Campo Grande""";Competição de Longa-metragem de ficção;Sandra Kogut;Tambellini Filmes;RJ;Média;B1500344800000;X;X;
2015;Festival Internacional de Cinema de Guadalajara;México;Março;"""No devagar depressa dos tempos""";Competição Oficial Curta-metragens iberoamericanos;Eliza Capai;Tas a Ver;SP;Média;B1500277400000;X;X;X
2015;Festival de Cinema de Locarno;Suíça;Agosto;"""O Teto Sobre Nós""";Pardi di Domani;Bruno Carboni;Tokyo Filmes;RS;Média;B1500267800000;X;;X
2015;Zinebi - Festival Internacional de Documentários e Filmes de Curta-metragem de Bilbao;Espanha;Novembro;"""O Teto Sobre Nós""";Seção Oficial - Concurso Internacional;Bruno Carboni;Tokyo Filmes;RS;Média;B1500267800000;;X;X
2015;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Janeiro;"""Sem coração""";International Competion;Nara Normande/Tião;Trincheira Filmes;PE;Média;B1402578700000;;;X
2015;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Já me transformei em imagem""";Native;Zezinho Yube;Vídeo nas Aldeias;PE;Média;B0800877000000;;;X
2015;Festival Internacional de Cine UNAM (FICUNAM);México;Fevereiro;"""Trevas""";Aciertos: Encontro Internacional de Escolas de Cinema;Will Domingos;Will Domingos;RJ;Média;B1500316400000;;;X
2016;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Mains Propres""";International Competition;Louise Botkay-Courcier;Cinesofia;RJ;Curta;B1600276700000;x;x;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""GIZ""";Competição de Animação;Cesar Cabral;Coala Filmes;SP;Curta;B1500359700000;;;x
2016;Festival de Cinema de Tampere;Finlândia;Março;"""Say I am only seventeen""";Competição Internacional Mundo Animado;Andre Cardoso Toldo/André Catoto;DnA - DESIGN 'N' ANIMATION;SP;Curta;B1500802500000;;;X
2016;Curtas Vila do Conde;Portugal;Julho;"""O Melhor Som do Mundo""";Competição Curtinhas;Pedro Paulo de Andrade;Dogs Can Fly;SP;Curta;B1500769200000;;;x
2016;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Quando os dias eram eternos""";Competição Curtas-Metragens;Marcus Vinicius Vasconcelos;Estudio Teremim;SP;Curta;B1600513900000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Quando os dias eram eternos""";Competição de Animação;Marcus Vinicius Vasconcelos;Estudio Teremim;SP;Curta;B1600513900000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Tango""";Competição de Animação;Pedro Giongo/Francisco Gusso;Estudio Tijucas;PR;Curta;B1700005800000;;;x
2016;Encontros de Cinema da América Latina de Toulouse;França;Março;"""Edifício Tatuapé Mahal""";Competição de Curtas;Fernanda Salloum/Carolina Markowicz;Fulano Filmes;SP;Curta;B1402178800000;x;x;x
2016;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Ruína""";Forum Expanded;Gabriel Sanna;Gabriel Sanna;RJ;Curta;B1600334900000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Parque Pesadelo""";Competição de Animação;Aly Muritiba/Francisco Benvenuto Gusso/Pedro Giongo Araújo;Grafo Audiovisual;PR;Curta;B1600738800000;;;x
2016;Festival de Cinema de Huesca;Espanha;Junho;"""Cylene""";Concurso Iberoamericano de curta-metragens;André Meirelles Collazzi/Nara Elisa Fortunato Pinto;Grupo de Cinema AP 43/Prosperidade;SP;Curta;B1600446800000;;;x
2016;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""A Moça que Dançou com o Diabo""";Competição de Curta-metragem;João Paulo Miranda Maria;Grupo Kino-Olho;SP;Curta;B1600501400000;;x;x
2016;Curtas Vila do Conde;Portugal;Julho;"""A Moça que Dançou com o Diabo""";Competição Internacional;João Paulo Miranda Maria;Grupo Kino-Olho;SP;Curta;B1600501400000;;;x
2016;Festival de Cannes;França;Maio;"""A Moça que Dançou com o Diabo""";Competição Oficial de Curtas-Metragens;João Paulo Miranda Maria;Grupo Kino-Olho;SP;Curta;B1600501400000;x;x;x
2016;Festival Internacional de Cinema de Nova York;Estados Unidos;Setembro;"""A Moça que Dançou com o Diabo""";Shorts Program: Narrative;João Paulo Miranda Maria;Grupo Kino-Olho;SP;Curta;B1600501400000;;x;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""A Moça que Dançou com o Diabo""";Competição de Média-metragem e Curta-metragem de ficção;João Paulo Miranda Maria;Grupo Kino-Olho;SP;Curta;B1600501400000;;;x
2016;Festival de Cinema de Locarno;Suíça;Agosto;"""Compêndio da Vida de um Homem Gasto e o seu Último Desejo Perante Ela""";Histoire(s) du cinéma;Eugênio Puppo/Ricardo Carioba;Heco Produções;SP;Curta;B1402232400000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Égun""";Competição de Animação;Helder Quiroga Mendoza;Helder Quiroga Mendoza/Mosquito Project;MG;Curta;B1500531600000;;;x
2016;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""O Sinaleiro""";Competição de curtas-metragens;Daniel Augusto;IMG Content;SP;Curta;B1500646100000;;;x
2016;Festival Internacional de Cinema de Nova York;Estados Unidos;Setembro;"""O Sinaleiro""";Shorts Program: Genre Stories;Daniel Augusto;IMG Content;SP;Curta;B1500646100000;;;X
2016;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Cosme""";Competição Curtas-Metragens;Luciano Scherer;Luciano Fernandez Scherer;RS;Curta;B1600724000000;;;x
2016;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Rosinha""";Competição de curtas-metragens;Gui Campos;Lumiô Filmes;DF;Curta;B1600362700000;x;x;x
2016;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Inflamável""";Seção El pueblo - Searching for Contemporary Latin American;Mariana Pettres Bley/Rodrigo Abreu;Mariana Pettres Bley/Rodrigo Abreu;RJ;Curta;B1700137800000;x;x;x
2016;Festival Internacional de Documentários e Animação de Leipzig - DOK Leipzig;Alemanha;Outubro;"""Tango""";International Competition Short Film;Louis Robin;Monalisa Filmes;SP;Curta;B1301881000000;;x;x
2016;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Ainda Sangro por Dentro""";International Competion;Carlos Segundo;O Sopro do Tempo;MG;Curta;B1500858700000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Ainda Sangro por Dentro""";Competição de Média-metragem e Curta-metragem de ficção;Carlos Segundo;O Sopro do Tempo;MG;Curta;B1500858700000;;;x
2016;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Fotograma""";Competição de Documentários;Caio Zatti/Luís Henrique Leal;Parabelo Filmes;PE;Curta;B1600063100000;;;x
2016;Festival de Filmes de Curta-metragem de Clermont-Ferrand;França;Fevereiro;"""Auto Copa Park""";International Competion;João Atala;Plano Seis;RJ;Curta;B1600198300000;x;x;x
2016;Chicago Children - Festival de Cinema Infantil de Chicago;Estados Unidos;Outubro;"""Caminho dos Gigantes""";Seleção Oficial;Alois Di Leo;SINLOGO Animation;SP;Curta;B1600317400000;;;x
2016;Festival Internacional de Animação de Annecy;França;Junho;"""Caminho dos Gigantes""";Competição oficial;Alois Di Leo;SINLOGO Animation;SP;Curta;B1600317400000;;;X
2016;Festival Internacional de Cinema de Valdivia (FICValdivia);Chile;Outubro;"""O voo""";Seleção Oficial Curta-metragem Latinoamericano;Edson Bastos/Henrique Filho;Voo Audiovisual;BA;Curta;B1600761000000;;;X
2016;Festival Internacional de Filmes de Curta-metragem de Oberhausen;Alemanha;Maio;"""Entretempos""";International Competition;Frederico Benevides Parente/Yuri Firmeza;Xique-Xique Produtora;CE;Curta;B1600305400000;;;x
2016;Festival Internacional do Filme Ambiental FIFE;França;Abril;"""5 X Chico - o velho e sua gente""";Foco Brasil;Ana Rieper/Camilo Cavalcante/Eduardo Goldenstein/Eduardo Nunes/Gustavo Spolidoro;3 Tabela Filmes;RJ;Longa;B1500723200000;;x;x
2016;Festival Internacional de Cinema de Berlim;Alemanha;Fevereiro;"""Mãe só há uma""";Panorama;Anna Muylaert;África Filmes;SP;Longa;B1600416100000;x;x;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Mãe só há uma""";Competição de Longa-metragem de ficção;Anna Muylaert;África Filmes;SP;Longa;B1600416100000;x;x;x
2016;Donostia - Festival de San Sebastian;Espanha;Setembro;"""A Cidade onde Envelheço""";Zabaltegi;Marília Rocha;Anavilhana;MG;Longa;B1600181500000;;;x
2016;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""A Cidade onde Envelheço""";Competição de Longas-Metragens;Marília Rocha;Anavilhana;MG;Longa;B1600181500000;x;x;
2016;Festival Internacional de Cinema de Rotterdam;Holanda;Janeiro;"""A Cidade onde Envelheço""";Bright Future - Hivos Tiger Competition;Marília Rocha;Anavilhana;MG;Longa;B1600181500000;;;x
2016;Festival de Cannes;França;Maio;"""Cinema Novo""";Cannes Classics;Eryk Rocha;Aruac Produções/Coqueirão Pictures;RJ;Longa;B1600640900000;x;;x
2016;Festival de Cinema e Cultura da América Latina de Biarritz;França;Setembro;"""Cinema Novo""";Competição de Documentários;Eryk Rocha;Aruac Produções/Coqueirão Pictures;RJ;Longa;B1600640900000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Cinema Novo""";Competição de Documentários;Eryk Rocha;Aruac Produções/Coqueirão Pictures;RJ;Longa;B1600640900000;;;x
2016;Donostia - Festival de San Sebastian;Espanha;Setembro;"""Era o Hotel Cambridge""";Horizontes Latinos;Eliane Caffé;Aurora Filmes;SP;Longa;B1600690600000;;;x
2016;Festival de Cinema de Cartagena;Colômbia;Março;"""Mate-me por favor""";Competição oficial de ficção;Anita Rocha da Silveira;Bananeira Filmes;RJ;Longa;B1500651700000;;x;x
2016;New Directors New Films;Estados Unidos;Março;"""Mate-me por favor""";U.S. Premiere;Anita Rocha da Silveira;Bananeira Filmes;RJ;Longa;B1500651700000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""Redemoinho""";Competição Ópera Prima;José Luiz Villamarim;Bananeira Filmes/José Luiz Villamarim;RJ;Longa;B1600243000000;;x;x
2016;Festival de Cinema Luso Brasileiro de Santa Maria da Feira;Portugal;Dezembro;"""Elis""";Competição Longas-Metragens;Hugo Prata;Bravura Cinematográfica;SP;Longa;B1600680100000;;x;x
2016;Festival Internacional de Cinema de Chicago;Estados Unidos;Outubro;"""Elis""";Spotlight Section: Musicals;Hugo Prata;Bravura Cinematográfica;SP;Longa;B1600680100000;;x;x
2016;Festival Internacional de Cinema de Munique;Alemanha;Junho;"""Orestes""";International Independents;Rodrigo Siqueira;C R Produções;SP;Longa;B1500448600000;;;x
2016;Festival de Cinema Iberoamericano de Huelva;Espanha;Novembro;"""O Silêncio do Céu""";Competição de Longas-Metragens;Marco Dutra;Camisa Treze Cultural;SP;Longa;B1600500300000;;x;
2016;FESTin Lisboa - Festival de Cinema Itinerante da Língua Portuguesa;Portugal;Maio;"""A Família Dionti""";Competição de Longas-Metragens;Alan Minas;Caraminhola Filmes;RJ;Longa;B1500334900000;;;x
2016;BFI - Festival de Cinema de Londres;Inglaterra;Outubro;"""Espaço Além - Marina Abramovic e o Brasil""";Competição de Documentário;Marco Del Fiol;Casa Redonda Produções;SP;Longa;B1600064700000;;;x
2016;Festival Internacional de Cinema de Moscou;Rússia;Junho;"""Espaço Além - Marina Abramovic e o Brasil""";Mostra Competitiva de Documentários;Marco Del Fiol;Casa Redonda Produções;SP;Longa;B1600064700000;;x;x
2016;Festival de Cannes;França;Maio;"""Aquarius""";Competição Oficial;Kleber Mendonça Filho;CinemaScópio;PE;Longa;B1600478600000;;;x
2016;Festival de Cannes;França;Maio;"""Aquarius""";Competição Oficial;Kleber Mendonça Filho;CinemaScópio;PE;Longa;B1600478600000;;x;x
2016;Festival Internacional de Cinema de Nova York;Estados Unidos;Setembro;"""Aquarius""";Main Slate;Kleber Mendonça Filho;CinemaScópio;PE;Longa;B1600478600000;;;x
2016;Festival Internacional de Cinema de Toronto - TIFF;Canadá;Setembro;"""Aquarius""";Contemporary World Cinema;Kleber Mendonça Filho;CinemaScópio;PE;Longa;B1600478600000;;;x
2016;Festival Internacional de Mar del Plata;Argentina;Novembro;"""Aquarius""";Competição Internacional;Kleber Mendonça Filho;CinemaScópio;PE;Longa;B1600478600000;;;x
2016;Festival Internacional do Novo Cinema Latino-americano (Festival de Havana);Cuba;Dezembro;"""A Cidade do Futuro""";Competição de Longa-metragem de ficção;Claúdio Marques/Marília Hughes;Coisa de Cinema;BA;Longa;B1600756100000;;;X
