TITULO_OBRA;TIPO_OBRA;PERIODO_PRODUCAO;EMPRESA_BRASILEIRA;UF;EMPRESA_ESTRANGEIRA;PAIS;NR_TECNICOS_ARTISTAS_ESTRANGEIROS;LOCAL_FILMAGEM_UF
Au Bout C'est La Mer (No Final é o Mar);Documentário;29/11/2018 a 20/12/2018;TR SOMOGYI PRODUÇÕES;RJ;Step by Step Productions;França;3;
Bukkomi Japanese;Entretenimento;29/11/2018 a 07/12/2018;BDT PLANEJAMENTO E COMUNICAÇÃO LTDA;SP;IVS Television CO. Ltda;Japão;4;
Horizon: Population;Documentário;22/11/2018 a 25/11/2018;VIVA FILMES LTDA.;RJ;BBC Studios Productions Limites;Reino Unido;3;
Woman;Documentário;15/11/2018 a 16/12/2018;GROCH FILMES LTDA - ME.;SP;Hope Production;França;4;
THE DISCONNECTED CHALLENGE;Documentário;21/11/2018 a 22/11/2018;CANHOTA PRODUÇÕES CINEMATOGRAFICAS LTDA;RJ;NIPPUR MEDIA;Estados Unidos;0;
GEORGES BERNANOS, HISTÓRIA DE UM HOMEM LIVRE;Documentário;21/11/2018 a 27/11/2018;JPB EMBAÚBA PRODUÇÕES LTDA ME.;RJ;Réal Productions;França;2;
O Traidor;Ficção;02/12/2018 a 15/12/2018;GULLANE ENTRETENIMENTO S.A.;SP;-;-;16;
H.P.E.;Documentário;08/12/2018 a 13/12/2018;RICARDO GONÇALVES PRODUÇÕES CINEMATOGRAFICAS - ME;SP;Vagabond Films;Estados Unidos;3;
La, la, la;Obra não Publicitária;07/12/2018 a 14/12/2018;UTOPIA FILMES PRODUÇÃO ARTÍSTICA LTDA;RJ;Saltwater Films;Alemanha;2;
O Mundo Pelo Avesso;Documentário;04/12/2018 a 27/03/2019;NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME;RJ;TELECANAL 1 + 1;Ucrânia;2;
Around the World in Games;Entretenimento;08/12/2018 a 18/12/2018;FORMATA PRODUCOES E CONTEUDO LTDA.;SP;10Fold LLC;Estados Unidos;7;
Body Hack;Documentário;10/01/2019 a 26/01/2019;FOCUS FILMS EIRELI;RJ;Essential Media and Entertainment PTY LTD;Austrália;5;
Grenzelos - die welt entdecken;Documentário;10/12/2018 a 20/12/2018;AURA FILME PRODUÇÕES LTDA;RJ;Tellvision Film - und Femsehproduktion e K;Alemanha;3;
Jovem Neymar;Institucional;09/01/2019;MOVI & ART PRODUÇÕES CINEMATOGRÁFICAS LTDA;SP;-;-;1;
"""CORTEVA""";Obra Publicitária;06/12/2018 a 21/12/2018;OCEAN PRODUÇÃO DE FILMES LTDA;SC;SPUR Productions Inc.;Estados Unidos;3;
Curiosidades do Brasil;Documentário;27/12/2018 a 05/01/2019;TOWN NETWORK FILMAGENS LTDA.;SP;UUUM Co. Ltd.;Japão;1;
Sabe a Perú;Obra não Publicitária;12/12/2018 a 18/12/2018;AURA FILME PRODUÇÕES LTDA;RJ;Media Latin America SAC;Peru;5;
Invitation au Voyage: Salvador;Documentário;09/01/2019 a 20/01/2019;LA VISTA PRODUÇÕES AUDIOVISUAIS E EVENTOS LTDA.-ME;SP;Elephant;França;2;
The Amazing Race Israel;Programa de TV;14/12/2018 a 24/12/2018;DOMO PRODUÇÕES LTDA;SP;Reshet Media Ltd;Israel;96;
Goodbye Deutschland parte 3;Documentário;03/01/2019 a 11/01/2019;AURA FILME PRODUÇÕES LTDA;RJ;Norddeich TV Produktions GmbH;Alemanha;3;
Secrets D'Historie;Documentário;26/12/2018 a 30/12/2018;IGOR DE MIRANDA OLSZOWSKI ME;RJ;SEP (Sociétpe Européenne de Production);França;12;
El Barrio;Documentário;18/01/2019 a 28/01/2019;VIVA FILMES LTDA.;RJ;Factory Films;Reino Unido;4;
IBIS;Obra Publicitária;16/01/2019 a 25/01/2019;ZOHAR CINEMA E COMUNICAÇÃO LTDA;RJ;Hellostranger;França;7;
Taikan Great Nature;Documentário;14/01/2019 a 12/02/2019;TOWN NETWORK FILMAGENS LTDA.;SP;NDN Nihon Denpa New Co. Ltd.;Japão;3;
Casa de Antiguidades;Ficção;15/07/2019 a 10/08/2019;BE BOSSA NOVA Criações e Produções S.A.;SP;-;-;1;
The Snake Island (Ilha das Cobras);Documentário;05/02/2019 a 15/02/2019;TR Somogyi Produções;RJ;Nine Entertainment Co.;Austrália;4;
Take Out;Documentário;15/01/2019 a 04/02/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;Figura Media LLC;Estados Unidos;1;
90 Day Fiance - The Other Way;Outro;16/01/2019 a 24/02/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;Figura Media LLC;Estados Unidos;3;
90 Day Fiance - The Other Way;Outro;16/01/2019 a 24/02/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;Figura Media LLC;Estados Unidos;1;
Bios - 2da filmagem;Documentário;15/01/2019 a 17/01/2019;Sol Entertainment Ltda;RJ;Underground Producciones SA;Argentina;4;
Citi/AA Platinum;Obra Publicitária;25/01/2019 a 30/01/2019;Domo Produções Ltda;SP;Mermade;Estados Unidos;1;
Citi/AA Platinum;Obra Publicitária;25/01/2019 a 30/01/2019;Domo Produções Ltda;SP;Mermade;Estados Unidos;4;
Citi/AA Platinum;Obra Publicitária;25/01/2019 a 30/01/2019;Domo Produções Ltda;SP;Mermade;Estados Unidos;3;
LAIC;Institucional;28/01/2019 a 30/01/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;Figura Media LLC;Estados Unidos;1;
Mills Shoot;Institucional;22/01/2019 a 24/01/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;Figura Media LLC;Estados Unidos;2;
The Snake Island (Ilha das Cobras);Documentário;05/02/2019 a 15/02/2019;TR Somogyi Produções;RJ;Nine Entertainment Co.;Austrália;1;
Slaves;Documentário;10/02/2019 a 19/02/2019;Viva Filmes Ltda;RJ;Associated Producers Ltd;Canadá;5;
Tom Boonen fietst;Documentário;07/02/2019 a 17/02/2019;Sol Entertainment Ltda;RJ;Associated Producers Ltd;Canadá;6;
El Dourado and Percy Fawcett the Explorer;Documentário;01/02/2019 a 20/02/2019;Amazon Film Productions;AM;CDI Virtual Films INC;Estados Unidos;8;
El Dourado and Percy Fawcett the Explorer;Documentário;01/02/2019 a 20/02/2019;Amazon Film Productions;AM;BO MARS INC.;Japão;1;
La Vuelta al Mundo con 80 años;Outro;02/03/2019 a 07/03/2019;Filmes To Go Produções Ltda.;RJ;CDI Virtual Films INC;Estados Unidos;4;
Slaves;Documentário;10/02/2019 a 19/02/2019;Viva Filmes Ltda;RJ;Box Fish;Espanha;2;
Diet Japan;Documentário;30/01/2019 a 20/02/2019;Town Network Filmagens LTDA.;SP;No Pictures Please Productinos BV;Holanda;2;
EWOUT DOC;Documentário;30/01/2019 a 04/02/2019;Alo Video Ltda;RJ;BBC - Broadcasting House;Reino Unido/Inglaterra;4;
Mico Leão Dourado;Documentário;02/02/2019 a 10/02/2019;Francisco Ferreira Pinto Filho - ME;AM;Redseven Entertainment GmbH;Alemanha;2;
Primates;Documentário;25/01/2019 a 22/02/2019 | 01/03/2019 a 16/04/2019 | 01/05/2019 a 31/05/2019;Cristian Dimitrius Produções Ltda;SP;BBC - Broadcasting House;Reino Unido/Inglaterra;1;
Primates;Documentário;25/01/2019 a 22/02/2019 | 01/03/2019 a 16/04/2019 | 01/05/2019 a 31/05/2019;Cristian Dimitrius Produções Ltda;SP;BBC - Broadcasting House;Reino Unido/Inglaterra;9;
Primates;Documentário;25/01/2019 a 22/02/2019 | 01/03/2019 a 16/04/2019 | 01/05/2019 a 31/05/2019;Cristian Dimitrius Produções Ltda;SP;CDI Virtual Films INC;Estados Unidos;1;
Ipanema;Institucional;17/02/2019 a 22/02/2019;Aura Filme Produções Ltda;RJ;FIGURA MEDIA LLC;Estados Unidos;3;
The Bowmaker's Wood;Documentário;22/04/2019 a 27/04/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;Spoon;Suécia;2;
Drives World;Institucional;17/02/2019 a 23/02/2019;Dez e Vinte Produções Cinematográficas LTDA ME;SP;So World Media LLC;Estados Unidos;4;
Rare;Documentário;02/02/2019 a 17/02/2019;Viva Filmes Ltda;RJ;Knickerbockerglory TV;Reino Unido;4;
Dance around the World;Documentário;09/02/2019 a 22/02/2019;Viva Filmes Ltda;RJ;Elephant Adventure;França;8;
Fous de Carnaval;Documentário;21/02/2019 a 05/03/2019;La Vista;SP;FIGURA MEDIA LLC;Estados Unidos;1;
HOUSE HUNTERS INTERNATIONAL - EP CAMPINAS;Documentário;21/02/2019 a 24/02/2019;STORY PRODUÇÕES LTDA - ME;SP;CDI Virtual Films Inc;Estados Unidos;3;
Norway Trip;Obra Publicitária;20/02/2019 a 24/02/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;LEOPARD USA, LTD.;Estados Unidos;1;
Professor Shanku - 2a Parte;Ficção;16/02/2019 a 28/02/2019;Amazon Film Productions;AM;Lion TV;Inglaterra;26;
Pulso do Planeta, Série sobre Café no Brasil;Documentário;20/02/2019 a 01/03/2019;Neon Rio Ltda;RJ;TV MAN UNION INC.;Japão;2;
As escolhas e as transformações na vida de um atleta paralímpico;Documentário;08/03/2019 a 17/03/2019;URUTAU FILMES LTDA;SP;Hunan Broadcasting System;China;7;
Sepco 1;Documentário;28/02/2019 a 22/03/2019;TR Somogyi Produções;RJ;Pretty Bird;Estados Unidos;5;
Green Leaf;Institucional;07/03/2019 a 15/03/2019;Domo Produções Ltda;SP;FIGURA MEDIA, LLC.;Estados Unidos;4;
História do Rugby;Documentário;28/02/2019 a 03/03/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;FIGURA MEDIA, LLC.;Estados Unidos;1;
História do Rugby;Documentário;28/02/2019 a 03/03/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;FIGURA MEDIA, LLC.;Estados Unidos;3;
A Series;Obra Publicitária;20/02/2019 a 21/02/2019;Delicatessen Produção de Filmes Ltda.;SP;Stink Limited;Reino Unido/Inglaterra;1;
